traj_idx	step_idx	n_tokens	mean_nll
1	0	653	1.3477657954871747
1	1	66	2.1010566480232007
1	2	328	0.6832318654874476
1	3	24	0.5482494036356608
1	4	157	1.2888804636183817
1	5	13	2.5513091454139123
2	0	313	1.499591278953674
2	1	61	3.482111446193007
2	2	659	0.7026877511795808
2	3	135	0.529315694173177
2	4	197	1.1151885986328125
2	5	55	1.0476857272061435
2	6	13	1.375197483943059
3	0	601	1.6855547963680324
3	1	61	3.3179749035444415
3	2	690	0.5197254125622736
3	3	26	2.8766344510591946
3	4	414	0.4037424723307292
3	5	85	0.809616896685432
3	6	948	0.20209409818367616
3	7	12	1.9260663986206055
4	0	381	1.8567769208292322
4	1	223	0.881060544685398
4	2	131	0.6394809984978829
4	3	336	0.7934766496930804
4	4	167	0.7873664901642028
4	5	61	3.2616697217597337
4	6	59	0.8843110294665321
4	7	12	1.7244396209716797
5	0	342	1.6590933102613303
5	1	589	0.5109209407165216
5	2	53	1.2736853833468456
5	3	558	0.5917177918136761
5	4	55	0.34875866283069956
5	5	189	1.2446148584759424
5	6	54	2.2215954815899885
5	7	30	0.8232529958089193
5	8	13	1.3801561502309947
6	0	379	1.6947662434036939
6	1	434	0.8816825058053716
6	2	2224	1.3722989404801842
6	3	326	1.0509250383435582
6	4	139	1.1767834999578461
6	5	102	1.1350347481521905
6	6	253	1.3026564526463686
6	7	12	2.3890624046325684
7	0	302	1.893917260580505
7	1	166	1.2499236141342716
7	2	273	1.9584732894059067
7	3	195	0.9842973758012821
7	4	164	1.7555212625643102
7	5	266	0.9187991493626645
7	6	130	0.8887857877291165
7	7	83	1.0040242758141942
7	8	339	0.7618491023691003
7	9	44	0.5016686699607156
8	0	1517	1.1164207081301243
8	1	82	3.1484155422303735
8	2	279	0.668616947734655
8	3	319	0.19993764703924005
8	4	694	0.3018409223309168
8	5	30	0.4501330057779948
8	6	865	0.17466582369942196
8	7	30	0.43808056513468424
8	8	117	1.4506457728198452
8	9	100	1.7260787963867188
9	0	683	1.1456641983322657
9	1	1267	0.5141064192990948
9	2	228	1.0090959783185993
9	3	61	3.351011182441086
9	4	11	2.082459883256392
10	0	262	1.9958626550572518
10	1	61	3.5551212498399076
10	2	340	0.9890357522403492
10	3	158	1.0427684542499012
10	4	148	0.9622254242768159
10	5	141	0.8661772815893728
10	6	112	1.950274876185826
10	7	90	0.5393963283962674
10	8	29	0.4920690470728381
10	9	126	0.6900519719199528
11	0	292	1.7496205160062608
11	1	142	1.4150872029049295
11	2	193	1.2466647291430537
11	3	1256	1.521308534464259
11	4	218	0.8459420860360521
11	5	23	0.693365594615107
11	6	319	0.5539213078896453
11	7	114	1.5144150047971492
11	8	346	0.5572118593778225
11	9	23	0.5257305476976477
12	0	365	1.9221897072988015
12	1	469	0.8852473993037047
12	2	28	2.480574471609933
12	3	67	1.1225062128323227
12	4	19	1.3222943356162624
13	0	294	1.7091398693266369
13	1	270	0.8748190420645254
13	2	1400	1.5629710170200892
13	3	347	0.8368706167259546
13	4	192	1.243463357289632
13	5	216	1.2998486271610967
13	6	61	2.822049750656378
13	7	482	0.5839948218887773
13	8	651	0.4973488146991407
13	9	389	0.39871553161150386
14	0	390	1.898805432441907
14	1	127	1.39796688049797
14	2	1119	1.9918610519122821
14	3	134	0.8870148729922166
14	4	1167	0.47939333878936374
14	5	195	1.2737181834685496
14	6	1162	1.3301001858998494
14	7	224	0.8161411966596331
14	8	1125	1.8206142578125
14	9	192	0.7883046468098959
15	0	456	1.6386278386701618
15	1	223	0.7994499035480311
15	2	33	2.6639242461233428
15	3	248	0.5419871422552294
15	4	548	0.31311285756800294
15	5	84	1.188265119280134
15	6	671	0.1723280564150405
15	7	28	0.3681121213095529
15	8	759	0.2641377606096632
15	9	28	0.37252351215907503
16	0	365	1.8472124491652397
16	1	469	1.2296683956056769
16	2	121	1.6038331591393338
16	3	500	1.211923828125
16	4	345	0.9706082109091938
16	5	418	0.9353653027110123
16	6	61	2.7187972772316855
16	7	120	0.5826855977376302
16	8	61	0.22134732418372982
16	9	12	1.57306973139445
17	0	311	1.8523596858671625
17	1	419	1.2555630850052208
17	2	61	3.502840135918289
17	3	330	1.2679143732244318
17	4	190	1.362042878803454
17	5	23	2.480183808699898
17	6	346	0.8180400870438945
17	7	27	0.3896185203834816
17	8	337	0.5097330246198071
17	9	42	1.3806452978224981
18	0	226	1.985435418323078
18	1	102	1.504105811025582
18	2	173	1.0145715261470376
18	3	60	1.1532722473144532
18	4	218	0.45807392225352994
18	5	1358	1.8574600781537647
18	6	370	0.46806459169130066
18	7	562	1.7444901110014457
18	8	95	1.3086084466231496
18	9	72	1.0013488133748372
19	0	274	1.9378644288891422
19	1	64	1.47352933883667
19	2	61	3.318476942719006
19	3	52	0.9915714263916016
19	4	46	1.3327499887217646
19	5	61	0.21493178508320793
19	6	48	1.4064027468363445
19	7	58	0.8087017453950027
19	8	61	0.12160410646532403
19	9	84	1.210813976469494
20	0	863	0.9863171627181706
20	1	1038	1.8442440970095595
20	2	1306	0.9391360260991188
20	3	222	0.5522262985641891
20	4	61	3.354308081454918
20	5	610	0.20590007344230277
20	6	945	0.990856998181217
20	7	1489	1.4885218654245718
20	8	1465	0.9482835164249147
20	9	282	0.9206831911776928
21	0	246	1.8424054897897613
21	1	495	0.8049550682607324
21	2	150	1.2691740926106772
21	3	219	0.9031515600474458
21	4	86	1.0310597974200582
21	5	13	1.4590104910043569
22	0	368	1.3075551572053328
22	1	26	3.2299810556265025
22	2	452	0.4356787352435357
22	3	61	0.49772049950771646
22	4	504	0.25314751882401726
22	5	14	1.8923189980643136
23	0	384	1.5365091959635417
23	1	165	1.2542228929924242
23	2	61	3.514410050188909
23	3	135	0.8361994990596064
23	4	94	1.3084875877867355
23	5	328	0.7195916524747523
23	6	263	0.7399978347604266
23	7	303	0.6216657279741646
23	8	22	0.5493946508927778
23	9	365	0.644730659380351
24	0	258	2.042106687560562
24	1	61	3.4733771652471823
24	2	64	1.0853348970413208
24	3	61	0.31236776758412843
24	4	265	1.1530925246904482
24	5	35	0.9154374258858817
24	6	370	0.8497514879381335
24	7	49	0.1906049884095484
24	8	149	1.0286114583879509
24	9	12	1.512290318806966
25	0	450	1.470542263454861
25	1	900	0.5849051920572916
25	2	1021	1.9380043022312683
25	3	721	0.5922302161440274
25	4	683	0.7191787652704063
25	5	1085	0.38991101974715836
25	6	496	0.48130035400390625
25	7	252	0.7902249533032614
25	8	253	0.7178844708227828
25	9	61	2.864106225185707
26	0	296	1.6866839640849345
26	1	269	1.079061174924489
26	2	1262	1.5879448408559083
26	3	173	0.7889694478470466
26	4	176	1.8064974004572087
26	5	160	0.7312406539916992
26	6	1198	1.7829191306596606
26	7	148	1.3132131421888196
26	8	12	2.73174254099528
27	0	463	1.3905722698434124
27	1	219	0.9987393035191924
27	2	1349	1.5020192501896659
27	3	286	1.1834539666876092
27	4	194	1.131856937998349
27	5	98	0.9170110274334343
27	6	61	2.84177010958312
27	7	70	0.6560963766915457
27	8	61	0.2908612235647733
27	9	13	1.3600874680739183
28	0	822	1.6600656625418186
28	1	1524	1.2829623485174704
