traj_idx	step_idx	n_tokens	mean_nll
0	0	286	1.842996023751639
0	1	162	1.8088525842737269
0	2	285	1.7753507915296052
0	3	93	1.2967640866515457
0	4	232	0.9638228580869478
0	5	78	1.2977210802909656
0	6	234	1.056817405244224
0	7	68	1.0708615920122933
0	8	215	1.0478874738826307
0	9	68	0.9275273154763615
0	10	229	0.9840618283467522
0	11	89	0.8747012534838045
0	12	224	1.4379085813249861
0	13	83	1.2572835899261108
0	14	225	0.8633932834201389
0	15	78	1.2642044654259315
0	16	228	1.160974335252193
0	17	108	0.9662455099600332
0	18	201	0.8870263550412002
0	19	75	0.6880494689941407
0	20	248	1.675842777375252
0	21	75	0.8698295084635417
0	22	187	1.0176906483696107
0	23	62	0.8460714278682586
0	24	222	1.2851809939822636
0	25	325	1.1032369290865385
0	26	296	1.9583146378800675
0	27	280	1.4559205191476003
0	28	80	0.7306307315826416
0	29	233	0.9262759491097774
0	30	87	1.4113758131005298
0	31	268	1.2586530998571595
0	32	74	1.1669051711623732
0	33	256	1.1733202934265137
0	34	93	0.6202825320664273
0	35	236	0.9757424047437765
0	36	83	0.5381416872323278
0	37	224	1.2009450367518835
0	38	79	0.5145852777022349
0	39	269	1.483047882420423
0	40	370	0.6644922617319468
0	41	365	1.9621080372431507
0	42	305	1.3400189509157274
0	43	83	0.4062010983386672
0	44	209	0.8598943828966059
0	45	81	0.7359658700448496
0	46	157	1.2911901777716959
1	0	295	1.6152252714512711
1	1	122	1.6316747196385117
1	2	238	1.3390395220588236
1	3	85	1.1665717629825367
1	4	258	1.40961272956789
1	5	145	0.65308837890625
1	6	209	0.9526762893895784
1	7	95	0.5310701069078947
1	8	215	1.1894520604333212
1	9	87	0.8706270415207435
1	10	202	0.9045701735090501
1	11	68	0.6257420708151424
1	12	194	0.9717767459830058
1	13	70	0.7120298113141741
1	14	196	1.078701097138074
1	15	73	0.6231988880732288
1	16	254	1.0055741437776822
1	17	107	1.0761737288715683
1	18	163	0.8439055834811158
1	19	96	0.46416441599527997
2	0	256	1.7358946800231934
2	1	152	1.5231684634560032
2	2	242	1.4782463893417483
2	3	62	1.9387850607595136
2	4	234	0.956613524347289
2	5	112	0.9082809175763812
2	6	218	1.3049783969144209
2	7	73	1.264125353669467
2	8	229	1.5290975112581877
2	9	128	0.9881018400192261
2	10	208	1.0624358837421124
2	11	121	0.8179700236675168
2	12	231	1.4222797872700217
2	13	66	1.1014783454663826
2	14	233	1.0395052668362728
2	15	201	0.6116345154112252
2	16	259	0.7998989502895753
2	17	156	0.38637391114846253
2	18	203	1.0224907034136392
2	19	94	0.8031637313518118
2	20	225	1.110228000217014
2	21	64	1.2013591527938843
2	22	236	1.1034820039393538
2	23	66	1.2565152717359138
2	24	225	1.2253447808159723
2	25	289	0.9898143095128676
2	26	258	1.3431389387263808
2	27	228	0.9015246608801055
2	28	170	0.4306513169232537
2	29	202	1.319806995958385
2	30	58	1.0390489512476428
2	31	235	0.9835258970869348
2	32	89	0.7407278853855775
2	33	232	0.9992479784735318
2	34	75	0.6325738525390625
2	35	206	1.0402341675989837
2	36	66	1.5758391871596829
2	37	239	1.435923301026412
2	38	162	0.39815662525318285
2	39	205	1.309301162347561
2	40	74	0.8879848170924831
2	41	230	0.9826827339504076
2	42	335	0.7028782175548041
2	43	278	1.967495925134892
2	44	261	1.129050302322797
2	45	168	0.4707014901297433
2	46	135	1.323931997793692
3	0	264	1.6330905105128433
3	1	190	1.533134058902138
3	2	233	1.6067476067931867
3	3	69	1.3108859960583672
3	4	216	1.1265490496600117
3	5	60	1.2187324523925782
3	6	173	0.9857612565762734
3	7	45	0.5874588436550564
3	8	199	0.8996091296325377
3	9	50	0.4833742904663086
3	10	170	0.7998107012580423
3	11	48	0.6394808689753214
3	12	229	1.092430747752627
3	13	59	0.7033394635733912
3	14	184	1.111168736996858
3	15	56	0.6995786939348493
3	16	214	0.9534975568824839
3	17	62	0.8585488104051159
3	18	215	1.1467808213344841
3	19	339	1.225228728797935
3	20	280	1.4253172738211495
3	21	215	1.5394133811773256
3	22	67	0.4855779391616138
3	23	217	1.1046226958525345
3	24	57	0.5298264152125308
3	25	224	0.9312569754464286
3	26	56	0.5555049351283482
3	27	189	0.7416544919291501
3	28	63	0.6404642377580915
3	29	213	0.9811447931567269
3	30	51	0.9392837075626149
3	31	206	1.0064058766781705
3	32	63	0.743164789109003
3	33	189	1.149556800801918
3	34	61	0.8337554931640625
3	35	222	1.1379703143695454
3	36	336	0.7825021289643788
3	37	288	1.3361129760742188
3	38	252	1.1489669557601687
3	39	139	0.8305835861096279
3	40	211	0.9906063712603673
3	41	81	0.8240230230637539
3	42	183	1.2812429959656761
3	43	60	1.0500827789306642
3	44	228	0.9832977830317983
3	45	67	0.774266940444263
3	46	157	1.088764069186654
4	0	259	1.718143654606057
4	1	178	1.532694612995962
4	2	229	1.6668565242051037
4	3	134	0.9642183673915579
4	4	227	0.874238001617566
4	5	85	0.5288584989659927
4	6	224	0.8915023803710938
4	7	152	0.3457832336425781
4	8	224	0.9689191409519741
4	9	138	0.27941319562386774
4	10	229	0.8071201774230691
4	11	132	0.789543729839903
4	12	237	0.9873014039631132
4	13	102	0.5398279825846354
4	14	263	0.9825520678618108
4	15	171	0.518223634240223
4	16	238	1.0922366871553308
4	17	143	0.3819364000867297
4	18	208	1.0147427778977613
4	19	94	0.6602118471835522
4	20	197	1.2134282455831615
4	21	120	1.0491071701049806
5	0	296	1.355231001570418
5	1	124	1.2991101664881552
5	2	209	1.6988617381410736
5	3	217	0.4387406028360815
5	4	197	1.1265395885796716
5	5	251	0.19617161237861055
5	6	171	1.061565733792489
5	7	105	1.1213577997116815
5	8	190	1.111730314555921
5	9	396	0.3897401443635575
5	10	162	0.821566828974971
5	11	200	0.6885848999023437
5	12	68	0.48258697285371666
5	13	173	1.5059944990742413
5	14	283	0.26956543400093863
5	15	167	0.8259535920834113
5	16	188	1.2496008365712268
5	17	141	0.25988206795766844
5	18	153	0.7222538368374694
5	19	174	1.2289740902253952
5	20	216	0.779540874339916
5	21	157	1.0458896904234674
5	22	64	0.8364006280899048
6	0	286	1.6037392782998252
6	1	309	1.3479519445919297
6	2	257	1.5808422519075267
6	3	91	1.1247720403985664
6	4	208	1.1567522929264948
6	5	97	0.8309472467481476
6	6	230	1.0149571294369906
6	7	197	0.4197792014494765
6	8	211	1.0156979673846638
6	9	144	0.3654580381181505
6	10	220	1.028466103293679
6	11	100	0.46812637329101564
6	12	225	1.2734662543402777
6	13	67	0.6155694420657941
6	14	266	1.1152368990102208
6	15	210	0.5562746320452009
6	16	334	2.1146554547155687
6	17	244	1.071043671154585
6	18	90	0.7780713399251302
6	19	196	1.2469234855807558
6	20	73	0.6235405908872004
6	21	245	0.7801148083745216
6	22	148	0.533618823902027
6	23	207	0.9687899529645985
6	24	118	0.5907727257680084
6	25	221	1.034054510194252
6	26	145	0.3446815490722656
6	27	201	1.129665090076959
6	28	376	0.9490783366751163
6	29	238	1.013884087570575
6	30	208	1.597241915189303
6	31	207	0.8429174745716335
6	32	322	2.052323998871797
6	33	243	1.3001887317547582
6	34	242	1.185229088649277
6	35	328	0.9399247518399867
6	36	417	1.9882156774580335
6	37	216	0.964525717276114
6	38	252	2.054893130347842
6	39	355	0.9919471418353873
6	40	345	1.6644955842391305
6	41	215	1.0059529149255086
6	42	227	0.8936450302863436
6	43	392	1.1847076416015625
6	44	319	1.5995305458953761
6	45	137	1.3958358207758326
7	0	278	1.7461088990136016
7	1	109	1.6922884599878154
7	2	210	1.547208222888765
7	3	80	1.3943540573120117
7	4	225	1.1815228949652778
7	5	78	0.7363415253468049
7	6	258	1.1596158049827399
7	7	72	0.6645419862535265
7	8	214	1.1433171067282417
7	9	81	0.5680295685191213
7	10	232	1.0867795615360654
7	11	78	1.0444256709172175
7	12	214	1.0073262865298263
7	13	420	1.5089558919270833
7	14	339	2.1964152738408003
7	15	254	1.4527717650406005
7	16	81	0.8050825330946181
7	17	230	1.1401136315387228
7	18	420	0.7736495245070685
7	19	290	1.4788607893318966
7	20	232	1.1072977000269397
7	21	195	0.6776357014973958
7	22	211	1.3008743936981635
7	23	73	1.4273054567101884
7	24	242	1.1680292807334711
7	25	83	0.5701619803187359
7	26	219	1.0986222915997788
7	27	388	1.0760337593629188
7	28	318	1.4683979922120676
7	29	249	1.191630780936245
7	30	86	0.49436866405398344
7	31	182	0.8800662533267514
7	32	65	0.6763609666090745
7	33	226	1.1120275986933075
7	34	91	0.5639982118711366
7	35	235	1.6662308063912898
7	36	70	1.0152936662946428
7	37	215	1.043816287018532
