traj_idx	step_idx	n_tokens	mean_nll
1	1	867	1.6487856890228518
1	2	284	1.0399829703317562
1	3	40	0.9212072372436524
1	4	1102	1.8936026792993563
1	5	320	0.7516779422760009
1	6	66	0.10752831083355528
1	7	18	1.8144817352294922
1	8	525	1.6358217075892858
1	9	302	0.7126411286410906
1	10	47	0.31772368004981505
1	11	19	0.583860949466103
1	12	391	2.5228446316536126
1	13	290	0.9982994342672413
1	14	54	0.28104548984103733
1	15	19	0.6146068572998047
1	16	597	1.0423209798994975
1	17	325	0.8418437312199519
1	18	73	0.2159800986721091
1	19	19	0.5671137257626182
1	20	141	1.7158014825049868
1	21	329	0.7264890351918692
1	22	53	0.26630293648197967
1	23	19	0.6007371199758429
1	24	385	1.5300278700791397
1	25	340	0.6867384966681985
1	26	67	0.24192420048500174
1	27	19	0.5849686672813014
1	28	1760	0.5808039231733843
2	1	671	1.690200100712556
2	2	324	0.8335226553457754
2	3	58	0.640625131541285
2	4	1017	1.93075840592736
2	5	317	0.735598206144026
2	6	47	0.20246499650021818
2	7	18	1.617834621005588
2	8	315	0.6902247837611607
2	9	65	0.18769441751333382
2	10	19	0.7440953505666632
2	11	1223	1.3754236528547885
2	12	344	0.7200535618981649
2	13	69	0.19129583109980045
2	14	19	0.7053750188727128
2	15	149	0.6541120285955851
2	16	322	0.5893435270889945
2	17	53	0.1651037684026754
2	18	19	0.558013916015625
2	19	166	1.3898263954254517
2	20	305	0.6742953941470287
2	21	51	0.23840578864602482
2	22	19	0.5459741793180767
2	23	237	1.7927632392207278
2	24	297	0.6958261098123159
2	25	45	0.3255997551812066
2	26	19	0.5569159357171309
2	27	195	1.3740855681590545
2	28	315	0.6833034939236111
2	29	43	0.20814877887104832
2	30	19	0.45721420488859477
2	31	1113	1.083375723428375
2	32	294	0.745262353598666
2	33	42	0.087821364402771
2	34	19	0.33693444101434006
2	35	2284	0.8914389668746922
2	36	319	0.931442212908993
2	37	197	0.9564410369408313
2	38	1090	1.3699298123700903
2	39	302	0.5613166354349907
2	40	55	0.057357224551114167
2	41	19	0.22738178152787059
2	42	1341	0.6143936054818582
2	43	323	0.7722247333349458
2	44	59	0.07130672972081072
2	45	19	0.20916790711252312
2	46	826	0.7888777688975485
2	47	321	0.6681905966310114
2	48	58	0.035775624472519446
2	49	19	0.273546344355533
2	50	600	1.1424554443359376
2	51	318	0.5930383070459906
2	52	47	0.11533006708672706
2	53	19	0.40008514805843953
2	54	444	0.9754090180268159
2	55	314	0.6368151136264679
2	56	52	0.15146750670212966
2	57	19	0.5513873351247687
2	58	582	1.1647926147041452
2	59	317	0.5861258040467271
2	60	49	0.15510746897483357
2	61	19	0.5732602571186266
2	62	453	1.2960663178635485
2	63	348	0.87316876992412
2	64	21	2.633017040434338
2	65	1171	1.4181926932526285
2	66	289	0.47236427386326774
2	67	49	0.12815547476009448
2	68	19	0.24245528170936986
2	69	1193	1.5695020319130475
2	70	305	0.7176896892610144
2	71	48	0.3085312843322754
2	72	19	0.3178318425228721
2	73	1109	1.1462237647893303
2	74	298	0.687031841918126
2	75	38	0.14051768654271177
2	76	19	0.11708183037607293
2	77	239	1.43269826976824
2	78	306	0.701622906853171
2	79	40	0.1466890811920166
2	80	19	0.15571983237015574
2	81	168	0.9489368257068452
2	82	314	0.43561490781747614
2	83	40	0.02064473032951355
2	84	19	0.10934728070309288
2	85	1448	0.9442418556845649
3	1	957	1.223066212366118
3	2	298	1.0100914871932676
3	3	45	0.8660274929470486
3	4	1243	1.6206838127498366
3	5	302	0.7264494232784043
3	6	66	0.12035367705605247
3	7	18	1.4891482459174261
3	8	992	1.4528011198966735
3	9	326	0.6985649623753835
3	10	50	0.1509523105621338
3	11	19	0.6359645441958779
3	12	993	1.2368186190049093
3	13	280	0.5630759102957589
3	14	53	0.13557120988953789
3	15	19	0.46122169494628906
3	16	968	1.4290220402489024
3	17	333	0.40303484026018205
3	18	53	0.11730614248311745
3	19	19	0.4082472700821726
3	20	924	1.2953878295369994
3	21	307	0.5155715196839373
3	22	53	0.02510562257946662
3	23	19	0.3928153640345523
3	24	984	1.4137011272151296
3	25	334	0.49618027738468373
3	26	56	0.010519505611487798
3	27	19	0.16873094910069517
3	28	944	1.3406884144928495
3	29	317	0.6765762473506506
3	30	54	0.04471548398335775
3	31	19	0.08284165984705875
3	32	1041	1.4504542868373258
3	33	314	0.9634296392938894
3	34	59	0.020515987428568177
3	35	102	1.4663768095128678
3	36	97	0.8042422422428721
3	37	346	0.5256726920949242
3	38	197	0.5043917041139554
3	39	1274	1.2292672221664356
3	40	310	0.61604250015751
3	41	52	0.14219372089092547
3	42	19	0.2903361571462531
3	43	1471	1.377660402548224
3	44	369	0.6155027477398798
3	45	85	0.024516503951128792
3	46	19	0.2724270820617676
3	47	633	0.4666316076100908
3	48	317	0.6561815520566344
3	49	72	0.04380982451968723
3	50	19	0.2319179334138569
3	51	236	1.6147471282441737
3	52	326	0.5989830157508148
3	53	71	0.07744433174670583
3	54	19	0.4255753567344264
3	55	638	1.4191841914735992
3	56	313	0.7147736473205372
3	57	79	0.10172546966166436
3	58	19	0.45687534934596014
3	59	926	0.030240122751849775
3	60	366	0.5711780819085126
3	61	78	0.10698307477510892
3	62	19	0.48023846274928045
3	63	236	0.23605052495406845
3	64	363	0.5807617860063705
3	65	21	2.442924136207217
3	66	1268	1.2389980039385966
3	67	336	0.5970409030006045
3	68	67	0.0636088029662175
3	69	19	0.4303023689671567
3	70	1346	1.4324237432380664
3	71	327	0.8674478793362959
3	72	74	0.037732407853410053
3	73	19	0.20041753116406893
3	74	964	1.2218712771087266
3	75	300	0.8610671997070313
3	76	59	0.14185418921001888
3	77	19	0.25643501783672135
3	78	994	1.2174976126288983
3	79	306	0.6628200555938522
3	80	66	0.10093290878064705
3	81	19	0.4221981450131065
3	82	326	0.9064410625059912
3	83	56	0.16324285098484584
3	84	17	1.0418181699865006
3	85	387	0.5130669645560805
3	86	577	0.5151324875433275
3	87	21	0.4865384783063616
