traj_idx	step_idx	n_tokens	mean_nll
1	0	607	2.728206527684823
1	1	47	4.282146048038564
1	2	307	1.1779910407547842
1	3	19	2.1470375061035156
1	4	158	2.245809434335443
1	5	12	4.686304410298665
2	0	312	2.9953272892878604
2	1	63	5.347033303881449
2	2	598	1.6784069865044942
2	3	73	2.2917325790614296
2	4	198	2.3487590443004263
2	5	50	1.9743572998046874
2	6	12	3.276033083597819
3	0	606	3.0521961375825084
3	1	63	5.290856739831349
3	2	602	1.6438581396971035
3	3	19	5.376839888723273
3	4	376	1.11260986328125
3	5	60	4.250721995035807
3	6	740	0.9258667816986909
3	7	11	3.1911804892800073
4	0	369	3.3880039618267275
4	1	216	1.830357728181062
4	2	114	1.5985735173810993
4	3	288	1.6764074961344402
4	4	142	1.727724639462753
4	5	63	4.940303741939484
4	6	54	1.638741104691117
4	7	11	3.7853525335138496
5	0	368	2.7389591051184614
5	1	520	1.4278728778545673
5	2	50	2.2677127075195314
5	3	469	1.405935063799307
5	4	50	0.8971705627441406
5	5	200	2.1612640380859376
5	6	58	2.904746746194774
5	7	29	2.828881888554014
5	8	12	3.129248936971029
6	0	363	3.0967977224302685
6	1	401	1.8529559584924409
6	2	2075	2.563764077726617
6	3	338	1.8723975187222632
6	4	143	1.7694073657055835
6	5	103	1.8491333896673998
6	6	260	2.2973853478064905
6	7	11	3.735863772305575
7	0	329	3.0981575174534575
7	1	175	2.149375697544643
7	2	253	3.5264685106842886
7	3	201	1.8207957709013527
7	4	183	2.642424703295765
7	5	281	1.4549530137900355
7	6	135	1.6338320131655093
7	7	75	2.235621337890625
7	8	302	1.721221923828125
7	9	38	1.9708095349763568
8	0	1365	2.3065756102621338
8	1	64	5.654460906982422
8	2	273	1.3115453475560896
8	3	380	0.4995621129086143
8	4	610	0.7478187435963115
8	5	26	1.3999671936035156
8	6	728	0.5056991157950935
8	7	27	1.2459904706036602
8	8	133	2.416542225314262
8	9	110	2.7423805930397727
9	0	712	2.1417577507790555
9	1	1037	1.404551006673962
9	2	198	1.8686270665640783
9	3	63	5.109640938895089
9	4	10	4.697291564941406
10	0	265	3.3936587927476416
10	1	63	5.3715936569940474
10	2	352	1.90374755859375
10	3	167	2.0089933658074477
10	4	145	1.9299105940193966
10	5	118	2.0775803388175316
10	6	90	3.9628641764322916
10	7	82	2.3141018006859757
10	8	21	4.904939197358631
10	9	92	2.1049479608950405
11	0	275	3.2715749289772726
11	1	151	2.3008457209100786
11	2	199	2.3045545415063597
11	3	1211	3.0213094344324163
11	4	219	1.5468387690853311
11	5	19	1.9463151630602384
11	6	311	1.4097696285922428
11	7	91	2.938744848901099
11	8	324	1.229802166974103
11	9	19	1.7466514988949424
12	0	386	3.1498764117147022
12	1	429	1.7418460445804196
12	2	20	5.719476318359375
12	3	71	1.48223554584342
12	4	19	2.2102825767115544
13	0	296	2.8925900845914274
13	1	254	2.220063217042938
13	2	1247	2.728728440444567
13	3	359	1.5768590730544916
13	4	206	1.8939767485683403
13	5	213	1.894310606477406
13	6	63	4.591006808810764
13	7	423	1.2694969087064125
13	8	517	3.4038425939917794
13	9	330	0.884088134765625
14	0	416	2.9969089214618387
14	1	135	2.502742965133102
14	2	1114	3.2349760374004153
14	3	143	1.3544460910183567
14	4	1173	0.8046433756926684
14	5	221	1.7609019559972428
14	6	1127	2.11778631608044
14	7	239	1.3852493094599896
14	8	1139	3.142678680285955
14	9	196	1.2564571925571986
15	0	454	2.9315922270787445
15	1	202	1.969626247292698
15	2	24	6.190311431884766
15	3	213	1.3975997709892165
15	4	437	1.1341907492491419
15	5	71	2.2832228969520245
15	6	546	0.519033690511962
15	7	25	1.2349630737304687
15	8	631	0.47094624998452356
15	9	25	1.2251609802246093
16	0	380	2.9456269916735196
16	1	475	2.221735197368421
16	2	101	2.924486519086479
16	3	498	2.2481625721636544
16	4	350	1.6279725864955357
16	5	396	1.544193152225379
16	6	63	4.82641117156498
16	7	121	1.4544357425910381
16	8	63	0.6685313875713046
16	9	11	3.8812117143110796
17	0	285	3.369105074698465
17	1	439	2.3632740203231775
17	2	63	5.148594447544643
17	3	327	2.242751935206422
17	4	193	2.2862238908678756
17	5	19	4.713279724121094
17	6	314	1.7899824980717556
17	7	24	1.8682910601298015
17	8	312	1.2743681883200622
17	9	32	2.8669042587280273
18	0	230	3.356510062839674
18	1	109	2.239386602279243
18	2	172	2.1501180959302326
18	3	67	1.8101851050533466
18	4	213	0.9364328160532204
18	5	1341	2.961839236402405
18	6	373	0.9920597025280663
18	7	565	2.557711818998894
18	8	100	2.041382141113281
18	9	73	1.6710796617481807
19	0	279	3.623794829119064
19	1	74	2.2130636266759924
19	2	63	5.1563836960565474
19	3	54	2.446939539026331
19	4	54	2.5783078228985823
19	5	63	0.7244791303362165
19	6	55	2.4916595458984374
19	7	63	1.7699437217106895
19	8	63	0.5558970617869544
19	9	92	2.2466855256453804
20	0	733	2.555576798047408
20	1	1057	2.9656957952955927
20	2	1247	1.8340754872240252
20	3	219	1.2649395389643978
20	4	63	5.354708232576885
20	5	488	0.5113654214827741
20	6	761	2.6719460606418366
20	7	1270	2.95069061039001
20	8	1449	1.697171565991093
20	9	326	1.6382891883148005
21	0	260	3.0731365497295675
21	1	522	2.318275656279933
21	2	157	1.9331029418167796
21	3	228	1.372714126319216
21	4	84	1.6339134942917597
21	5	12	2.810239791870117
22	0	331	2.65536157890389
22	1	19	6.741367540861431
22	2	366	1.177734708525444
22	3	42	2.3483988444010415
22	4	397	0.5229397636817145
22	5	13	3.1027972881610575
23	0	392	2.731304869359853
23	1	166	2.2694566106221763
23	2	63	5.075655498201885
23	3	126	2.2537115187872026
23	4	81	2.1061299641927085
23	5	308	1.868156928520698
23	6	218	1.8012664514944094
23	7	273	1.5449838044442536
23	8	18	2.564734776814779
23	9	345	1.211823925073596
24	0	266	3.567692118479793
24	1	63	5.348155672588046
24	2	73	2.6867757300808006
24	3	63	0.6862703353639633
24	4	247	2.5271935096153846
24	5	34	2.3483996671788834
24	6	358	1.6594146217047836
24	7	51	0.7621700062471277
24	8	144	2.2340528700086804
24	9	11	4.1638100363991475
25	0	429	2.7670278126821097
25	1	826	1.5472156441529208
25	2	882	3.2493489583333335
25	3	666	1.3979535260358014
25	4	608	1.3242328041478206
25	5	906	1.028429987151628
25	6	462	0.9396271148285309
25	7	237	1.1857442735116692
25	8	238	1.4553709911699055
25	9	63	4.687651619078621
26	0	288	2.97861205206977
26	1	255	2.3759521484375
26	2	1082	2.8524231690355677
26	3	153	1.8600763059129901
26	4	152	3.2247832448858964
26	5	150	1.5733500162760417
26	6	1106	3.0691512454483005
26	7	138	2.352395320284194
26	8	11	4.667200955477628
27	0	432	2.4884920473451966
27	1	194	2.3557468689594074
27	2	1193	2.654122901782206
27	3	254	2.3445499450203
27	4	171	2.1062630993580957
27	5	92	1.6899773970894192
27	6	63	4.369941832527282
27	7	60	1.161590830485026
27	8	63	0.5111469087146577
27	9	12	3.0036048889160156
28	0	831	2.8304635792719615
28	1	1549	2.404798001608901
28	2	242	1.5419588955965908
28	3	1549	0.04119693455656087
28	4	1549	0.028908849455142036
28	5	1709	0.8594945346213978
28	6	1549	0.027908300722391855
28	7	373	2.4944354918942695
28	8	603	1.522086224152674
28	9	155	3.777593009702621
29	0	250	3.259126708984375
29	1	1632	1.6430984945858227
29	2	1632	0.05055797625990475
29	3	67	2.1861743072965254
29	4	519	2.052446486632948
29	5	126	3.325836181640625
29	6	401	0.874026633854816
29	7	50	2.8926019287109375
29	8	376	2.050252711519282
29	9	133	1.644733859184093
30	0	517	3.4201490155041103
30	1	63	5.327583434089782
30	2	114	2.5772919236567984
30	3	85	1.6094715791590073
30	4	92	1.7340300186820652
30	5	63	0.6754662044464596
30	6	12	3.4087629318237305
31	0	295	3.4269357454978815
31	1	360	2.089199490017361
31	2	1165	2.945402088083423
31	3	552	2.1851127735082656
31	4	208	1.8227181067833533
31	5	63	4.660272991846478
31	6	134	1.4551029490001166
31	7	63	0.6531711154513888
31	8	95	1.4818343313116775
31	9	11	3.7511073025790127
32	0	246	3.2939056148373984
32	1	115	2.7079802139945652
32	2	91	3.4649282602163463
32	3	78	2.274735083946815
32	4	1238	2.9483679554188966
32	5	174	2.1225200083063935
32	6	120	2.660437520345052
32	7	63	4.62163822234623
32	8	192	2.206221262613932
32	9	1269	2.6759970614626427
33	0	315	2.9256709991939482
33	1	314	1.5785376676328622
33	2	1006	3.743655013279697
33	3	201	1.4414165743547886
33	4	274	2.0759930018960993
33	5	156	2.974962674654447
33	6	214	1.9640937876478535
33	7	165	1.9106066154711174
33	8	202	1.747809079614016
33	9	102	2.0687409943225337
