traj_idx	step_idx	n_tokens	mean_nll
0	0	204	2.520119760550705
0	1	16	1.1185126304626465
0	2	150	1.1889744059244791
0	3	16	0.5430824160575867
0	4	242	0.7012814608487216
0	5	16	0.24209773540496826
0	6	324	0.6873127501687886
0	7	239	1.4366573828533604
0	8	96	1.1398460070292156
1	0	213	2.518963594391872
1	1	223	1.2525111998143217
1	2	16	0.8351340293884277
1	3	301	0.7001256594230171
1	4	16	0.7601507902145386
1	5	168	1.2134686424618675
1	6	390	1.1716551951872998
1	7	379	1.209764465493074
2	0	193	2.7009321617956608
2	1	234	1.0113066974868121
2	2	16	0.7385395169258118
2	3	118	0.9930723804538533
2	4	16	0.8990583419799805
2	5	142	0.3330895867146237
2	6	16	0.3191085457801819
2	7	197	0.991467625961691
2	8	16	0.2314087301492691
2	9	323	0.5739054960363051
2	10	289	1.4392032821285683
2	11	263	1.4131532386228611
3	0	209	2.5176645671351676
3	1	496	1.1114733296055948
3	2	16	0.806613564491272
3	3	203	0.713720913591056
3	4	16	0.6334541440010071
3	5	256	0.45719897747039795
3	6	15	0.4973161697387695
3	7	342	0.5929186636941475
3	8	230	1.349098537279212
3	9	77	0.6798817027698864
4	0	202	2.463311072623376
4	1	157	1.1649348750995223
4	2	16	0.6585285067558289
4	3	147	0.8449088894591039
4	4	16	0.7144554853439331
4	5	188	0.6453076626392121
4	6	16	0.3558727502822876
4	7	230	0.2600445954695992
4	8	15	0.4112919171651204
4	9	236	0.9644640906382416
4	10	326	1.2354008961308953
4	11	381	1.2063875774073163
5	0	202	2.4834880262318224
5	1	193	1.072132328013682
5	2	16	0.6990255117416382
5	3	309	0.4843636917064877
5	4	16	0.7992541790008545
5	5	360	0.6161848280164931
5	6	15	0.5117591857910156
5	7	107	0.9495668500383324
5	8	349	1.2533822920397564
5	9	123	0.7175279322678481
6	0	204	2.520119760550705
6	1	214	1.0302333653530227
6	2	16	0.7328022718429565
6	3	225	0.5693990071614583
6	4	16	0.6217315196990967
6	5	138	0.6090284706889719
6	6	16	0.5047314763069153
6	7	201	0.978143948227612
6	8	16	0.31207841634750366
6	9	311	0.4264656876444433
6	10	16	0.4462110102176666
6	11	471	0.44511954597100584
6	12	16	0.3932163417339325
6	13	509	0.40638022432158644
6	14	17	0.5178034165326286
6	15	137	0.9656942325786952
6	16	17	0.17771478260264678
6	17	136	0.2860098446116728
6	18	17	0.2570343017578125
6	19	162	1.2468233461733218
6	20	16	0.39027276635169983
6	21	299	0.44690712000614025
6	22	15	0.2722670873006185
6	23	75	1.17436279296875
6	24	17	0.4499942555147059
6	25	352	0.2552511041814631
6	26	16	0.46524062752723694
6	27	75	0.6492108154296875
6	28	17	0.4420907918144675
6	29	352	0.050304645841771904
6	30	15	0.50298646291097
6	31	74	0.2568347260758683
6	32	17	0.524255584268009
6	33	352	0.05503724379972978
6	34	16	0.586883008480072
6	35	75	0.2939555104573568
6	36	17	0.5490793340346393
6	37	352	0.05470084060322155
6	38	15	0.5464120864868164
6	39	74	0.22002106743889885
6	40	17	0.5770626629100126
6	41	352	0.056143646890466865
6	42	16	0.6857186555862427
6	43	75	0.24671760559082032
6	44	17	0.5394415013930377
6	45	352	0.055130584673448044
6	46	15	0.5486677805582683
6	47	74	0.221912770657926
6	48	17	0.5398914673749138
6	49	352	0.058998270468278366
6	50	17	0.5968162873212028
6	51	339	0.29596145314804573
6	52	403	1.24824709454482
6	53	106	1.574778286915905
7	0	202	2.463311072623376
7	1	239	1.309395762168214
7	2	16	0.7400621175765991
7	3	150	0.9498017374674479
7	4	15	1.0525046030680338
7	5	143	0.6492034271880464
7	6	16	0.4518634080886841
7	7	157	1.2066362708996816
7	8	300	1.043179728190104
7	9	100	0.8404209899902344
8	0	194	2.4781785158766914
8	1	193	1.110408012113423
8	2	16	0.684317946434021
8	3	152	0.7955879412199321
8	4	16	0.7468675374984741
8	5	232	0.5091595156439419
8	6	16	0.4552227258682251
8	7	126	0.3731509617396763
8	8	16	0.34060558676719666
8	9	116	0.3127422332763672
8	10	17	0.2750171493081486
8	11	127	0.16692428889237051
8	12	17	0.2295871341929716
8	13	117	0.08307704762515859
8	14	17	0.21323686487534466
8	15	124	0.18261438800442603
8	16	17	0.20693610696231618
8	17	134	0.3527453123633541
8	18	17	0.23530948863309972
8	19	128	0.12007272243499756
8	20	16	0.27940961718559265
8	21	155	1.053161817981351
8	22	203	1.6625899892722444
8	23	100	0.7895857238769531
9	0	187	2.565070004386698
9	1	165	1.1040288751775569
9	2	15	0.7169958114624023
9	3	345	0.6877543573794158
9	4	15	0.6950911204020183
9	5	482	1.2973555568837527
9	6	15	0.4619781812032064
9	7	314	0.836154621877488
9	8	15	0.29704786936442057
9	9	224	0.7635332516261509
9	10	263	1.654091374502436
9	11	68	1.8575239742503447
10	0	196	2.5405827736367983
10	1	201	0.9723538830505675
10	2	16	0.7958219051361084
10	3	145	0.9779231630522629
10	4	16	0.787806510925293
10	5	281	0.38263618224880447
10	6	16	0.4374663531780243
10	7	366	0.3185867351260993
10	8	16	0.39585497975349426
10	9	177	0.373231359794315
10	10	15	0.5025095621744792
10	11	222	0.6909514418593398
10	12	304	1.4905262997275905
10	13	366	1.1087219571806695
11	0	187	2.565070004386698
11	1	142	1.2371873452629842
11	2	15	0.8656208674112956
11	3	141	0.9236454524046985
11	4	15	0.9289746602376302
11	5	300	0.7907302856445313
11	6	15	0.3694141387939453
11	7	313	0.718865489045652
11	8	15	0.3075294812520345
11	9	361	0.7047704976681527
11	10	353	1.6291372499114731
11	11	67	1.569455958124417
12	0	215	2.722075706304506
12	1	16	1.1080113649368286
12	2	239	1.1726480268534258
12	3	16	0.9492942094802856
12	4	198	0.38657880070233586
12	5	16	0.39252394437789917
12	6	142	0.41885862216143543
12	7	16	0.3371928334236145
12	8	157	0.5505801158346189
12	9	16	0.38930851221084595
12	10	323	0.590261878612979
12	11	17	0.43835146286908316
12	12	274	0.8310946722100251
12	13	17	0.35108041763305664
12	14	164	0.1815757402559606
12	15	17	0.34519703247967887
12	16	288	0.28232614199320477
12	17	15	0.3467878341674805
12	18	296	0.86327702290303
12	19	340	1.5787328383501837
12	20	60	1.9509892781575522
13	0	221	2.8022836538461537
13	1	15	1.8897366841634116
13	2	449	0.7260956966000836
13	3	14	0.7368967192513602
13	4	74	0.8644513310612859
13	5	457	0.686770516360093
13	6	82	0.661207106055283
14	0	230	2.693143363620924
14	1	231	1.1605723987926135
14	2	16	0.7092224359512329
14	3	120	0.7620067596435547
14	4	16	0.20550373196601868
14	5	229	0.8022928696011872
14	6	16	0.46609634160995483
14	7	125	0.984861083984375
14	8	14	0.568340642111642
14	9	12	1.9442208607991536
14	10	260	1.2084587684044472
14	11	64	1.019775152206421
15	0	220	2.6111799760298298
15	1	16	1.1056736707687378
15	2	158	1.320962447154371
15	3	16	0.9418578147888184
15	4	211	1.0307150022678466
15	5	16	0.633808970451355
15	6	179	0.6930736349947626
15	7	16	0.6248307228088379
15	8	291	0.6794751354099549
15	9	16	0.7452116012573242
15	10	205	0.87158203125
15	11	17	0.42273465324850645
15	12	187	0.5722886763791987
15	13	17	0.485531302059398
15	14	259	0.5319145526665058
15	15	15	0.5265158335367839
15	16	311	0.8298017986334405
15	17	369	1.4030713750741024
15	18	315	1.1801455543154762
16	0	222	2.5309266786317566
16	1	480	0.8100657780965169
16	2	15	0.6887912750244141
16	3	68	0.6736459171070772
16	4	224	1.265695299421038
16	5	75	0.5580091857910157
17	0	222	2.8600670067039697
17	1	16	1.1845588684082031
17	2	460	1.0870199452275815
17	3	16	1.0513561964035034
17	4	553	0.585061595840868
17	5	16	0.8414841890335083
17	6	238	0.5528654210707721
17	7	16	0.5397735238075256
17	8	284	0.5871226351026079
17	9	14	0.771897452218192
17	10	224	0.4981933321271624
17	11	17	0.4406127649195054
17	12	368	0.9234750996465269
17	13	15	0.7340816497802735
17	14	223	0.13341388787923908
17	15	15	0.5694751739501953
17	16	258	0.16510573098825854
17	17	17	0.6717634762034697
17	18	402	0.4762950157051656
17	19	15	0.7778872172037761
17	20	223	0.08569347911886036
17	21	15	0.5584055582682291
17	22	258	0.07667087584502938
17	23	17	0.7370892132029814
17	24	243	0.6194858629517104
17	25	17	0.6802658754236558
17	26	130	1.0242232102614182
17	27	17	0.8003118739408606
17	28	348	0.3745876619185524
17	29	15	0.8229274749755859
17	30	223	0.08715061649613316
17	31	17	0.7174593981574563
17	32	313	0.5285786881614417
17	33	17	0.6764290753532859
17	34	117	0.5798668494591346
17	35	15	0.8737767537434896
17	36	223	0.08829652247407511
17	37	17	0.6802548240212833
17	38	313	0.05988281298750125
17	39	15	0.7919256846110027
17	40	223	0.06637548438102141
17	41	424	1.4884322544313826
17	42	255	0.8132126752068015
18	0	224	2.59708377293178
18	1	16	1.2730716466903687
18	2	144	1.3433104621039496
18	3	16	0.598256528377533
18	4	204	0.889288958381204
18	5	16	0.3519554138183594
18	6	170	0.7693586461684283
18	7	16	0.2522363066673279
18	8	142	0.65008544921875
18	9	16	0.388133704662323
18	10	141	1.412622113599845
18	11	249	1.3153800504753388
18	12	94	0.6245221888765375
19	0	215	2.722075706304506
19	1	16	1.1080113649368286
19	2	176	1.4256092418323865
19	3	16	0.8210093975067139
19	4	158	0.4299927723558643
19	5	16	0.1415559947490692
19	6	246	0.49415479830610076
19	7	16	0.5046215653419495
19	8	148	0.5940601245777027
19	9	16	0.21128617227077484
19	10	142	0.884307968784386
19	11	17	0.2225360169130213
19	12	185	0.4845414445206926
19	13	17	0.37717333961935606
19	14	142	0.42638698094327687
19	15	17	0.4429745113148409
19	16	107	0.8655306379371714
19	17	347	1.4275612075321955
19	18	141	1.2888415181044992
20	0	230	2.693143363620924
20	1	16	1.3234798908233643
20	2	156	1.3357822711651142
20	3	16	0.800420880317688
20	4	226	0.7218332206253457
20	5	16	0.4985608160495758
20	6	152	0.7051747974596525
20	7	16	0.6672854423522949
20	8	184	1.0961200050685718
20	9	16	0.7724015712738037
20	10	185	0.09745862806165541
20	11	17	0.7403756309958065
20	12	185	0.0816791328223976
20	13	17	0.6712111865772921
20	14	185	0.07528385471653294
20	15	17	0.6253318786621094
20	16	185	0.07532910527409734
20	17	17	0.5984224992639878
20	18	185	0.0769023998363598
20	19	17	0.605521650875316
20	20	185	0.08804475938951647
20	21	17	0.6103244669297162
20	22	185	0.08775969840384819
20	23	17	0.6064043606028837
20	24	185	0.08391348864581134
20	25	17	0.5989740035113167
20	26	185	0.08780483555149388
20	27	17	0.6172749014461741
20	28	185	0.08540196805386929
20	29	17	0.623983663671157
20	30	185	0.08167478200551626
20	31	17	0.6256348666022805
20	32	185	0.08689318476496516
20	33	17	0.6346506230971393
20	34	185	0.08275305258261191
20	35	17	0.6211971395155963
20	36	185	0.08056073575406461
20	37	17	0.6310241923612707
20	38	185	0.08663663090886296
20	39	17	0.6474450616275563
20	40	185	0.08123888582796664
20	41	17	0.6396963456097771
20	42	185	0.07985520233979096
20	43	17	0.6230882195865407
20	44	185	0.08256586435678843
20	45	17	0.6219016804414637
20	46	185	0.08359720384752428
20	47	17	0.6215434354894301
20	48	185	0.08922801662135768
20	49	17	0.6043357288136202
20	50	185	0.08627072927114125
20	51	17	0.6089916229248047
20	52	185	0.09563173861116976
20	53	17	0.6035457498887006
20	54	185	0.08846883000554265
20	55	396	1.8324404629794033
20	56	257	0.930683774243069
21	0	215	2.722075706304506
21	1	184	1.1967692167862602
21	2	16	0.9113965034484863
21	3	244	0.6692818813636655
21	4	16	0.4185984134674072
21	5	159	0.6563477426205041
21	6	16	0.4522920250892639
21	7	192	0.8772958119710287
21	8	16	0.40967071056365967
21	9	198	0.5874196832830255
21	10	17	0.3206082512350643
21	11	177	0.5392262949108404
21	12	17	0.4056289336260627
21	13	245	0.8761651486766582
21	14	17	0.3629569165846881
21	15	199	1.275898228937657
21	16	17	0.8145293067483341
21	17	103	1.342115679990898
21	18	298	1.7930023398175337
21	19	82	1.5204956240770293
22	0	207	2.8094379222335446
22	1	16	1.1782710552215576
22	2	138	1.4657010064608809
22	3	16	0.7245715856552124
22	4	193	1.1832419281796471
22	5	16	0.2993326485157013
22	6	167	0.7924632911910554
22	7	16	0.3431415855884552
22	8	61	1.2215438592629355
22	9	16	0.43059396743774414
22	10	62	0.3007769430837324
22	11	17	0.49204596351174745
22	12	62	0.32413516506072015
22	13	17	0.48149748409495635
22	14	62	0.3148150905486076
22	15	17	0.47786566790412455
22	16	62	0.3134999736662834
22	17	17	0.5131613226497874
22	18	62	0.29888439178466797
22	19	17	0.49680333978989544
22	20	62	0.3058463065854965
22	21	17	0.5362283482271082
22	22	62	0.29084953185050716
22	23	17	0.5222166285795324
22	24	62	0.2869002434515184
22	25	17	0.5166426826925838
22	26	62	0.2991228411274572
22	27	17	0.5442488053265739
22	28	62	0.29484576563681325
22	29	17	0.535733840044807
22	30	62	0.29946764053836944
22	31	16	0.5323509573936462
22	32	187	0.5814413386870195
22	33	17	0.49695974237778606
22	34	191	0.6052031991369438
22	35	17	0.38996777814977307
22	36	73	0.6117654042701198
22	37	17	0.46452513863058653
22	38	73	0.2696179951706978
22	39	17	0.534657871021944
22	40	73	0.2627536564657133
22	41	17	0.5601225460276884
22	42	73	0.25506482059008456
22	43	17	0.5418272579417509
22	44	73	0.2847521533704784
22	45	17	0.5447511672973633
22	46	73	0.27579291879314266
22	47	17	0.5466348423677332
22	48	73	0.27267343704014607
22	49	17	0.5534700505873736
22	50	73	0.2831474722248234
22	51	17	0.5883268468520221
22	52	73	0.2658242264839068
22	53	428	1.693197945568049
22	54	331	0.8699537202310706
23	0	230	2.693143363620924
23	1	16	1.3234798908233643
23	2	549	0.6889492792292805
23	3	14	0.6909106118338448
23	4	66	0.7203307874274977
23	5	332	1.3281114876988422
23	6	105	0.580142829531715
24	0	222	2.5309266786317566
24	1	16	1.286490559577942
24	2	158	1.2591479337668117
24	3	16	0.6786926984786987
24	4	354	1.2537634035961776
24	5	396	1.2538123853278882
24	6	72	1.7162984212239583
25	0	230	2.693143363620924
25	1	16	1.3234798908233643
25	2	846	0.4704508319250517
25	3	14	0.4640645980834961
25	4	71	0.5741807104836048
25	5	273	1.4173127897493132
25	6	136	0.5664640875423655
26	0	229	2.751182056410344
26	1	16	1.245284080505371
