position	pooling	method	c_begin	c_end	centered	weighted	direction	k	step_acc_val	agent_acc_val	step_acc_test	agent_acc_test
act/15	mean	proj	0	2	True	True	asc	1	0.547576301615799	0.725314183123878	0.547576301615799	0.7271095152603232
act/15	mean	proj	0	2	True	False	asc	1	0.5529622980251346	0.7217235188509874	0.5439856373429084	0.7271095152603232
act/15	mean	proj	0	3	True	True	asc	1	0.5314183123877917	0.7217235188509874	0.5421903052064632	0.725314183123878
act/19	mean	proj	0	2	True	False	asc	1	0.5421903052064632	0.748653500897666	0.5385996409335727	0.7396768402154399
act/19	mean	proj	0	2	True	True	asc	1	0.5385996409335727	0.748653500897666	0.5350089766606823	0.7378815080789947
act/15	mean	proj	0	3	True	False	asc	1	0.5152603231597845	0.7199281867145422	0.5278276481149012	0.718132854578097
act/15	mean	proj	1	3	False	False	asc	1	0.5314183123877917	0.7289048473967684	0.526032315978456	0.7342908438061041
act/19	mean	proj	0	3	True	True	asc	1	0.5242369838420108	0.7432675044883303	0.526032315978456	0.7342908438061041
act/15	mean	proj	0	4	True	True	asc	1	0.5152603231597845	0.725314183123878	0.5206463195691203	0.7289048473967684
act/27	mean	proj	0	2	True	False	asc	1	0.5152603231597845	0.7163375224416517	0.5206463195691203	0.7109515260323159
act/27	mean	proj	0	2	True	True	asc	1	0.5116696588868941	0.718132854578097	0.518850987432675	0.7073608617594255
act/23	mean	proj	0	2	True	False	asc	1	0.5152603231597845	0.7271095152603232	0.518850987432675	0.7235188509874326
act/19	mean	proj	0	3	True	False	asc	1	0.5098743267504489	0.725314183123878	0.518850987432675	0.7289048473967684
act/7	mean	proj	0	4	False	False	asc	1	0.5403949730700179	0.7091561938958707	0.5170556552962298	0.7324955116696589
act/7	mean	proj	0	5	False	False	asc	1	0.5385996409335727	0.7109515260323159	0.5170556552962298	0.7324955116696589
act/15	mean	proj	1	4	False	True	asc	1	0.5080789946140036	0.7199281867145422	0.5170556552962298	0.7360861759425493
act/11	mean	proj	1	3	False	True	asc	1	0.5008976660682226	0.7235188509874326	0.5170556552962298	0.7342908438061041
act/27	mean	proj	0	3	True	False	asc	1	0.4883303411131059	0.6983842010771992	0.5170556552962298	0.7109515260323159
act/7	mean	proj	0	6	False	False	asc	1	0.5368043087971275	0.7145421903052065	0.5152603231597845	0.7307001795332136
act/23	mean	proj	0	2	True	True	asc	1	0.5116696588868941	0.7271095152603232	0.5152603231597845	0.7235188509874326
act/15	mean	proj	1	3	False	True	asc	1	0.518850987432675	0.7199281867145422	0.5152603231597845	0.7378815080789947
act/23	mean	proj	0	3	True	True	asc	1	0.5134649910233393	0.7145421903052065	0.5134649910233393	0.7199281867145422
act/7	mean	proj	0	3	False	False	asc	1	0.5457809694793537	0.7073608617594255	0.5134649910233393	0.7289048473967684
act/7	mean	proj	0	7	False	False	asc	1	0.5350089766606823	0.7109515260323159	0.5134649910233393	0.7289048473967684
act/7	mean	proj	1	3	False	True	asc	1	0.49371633752244165	0.7145421903052065	0.5116696588868941	0.7307001795332136
act/23	mean	proj	0	3	True	False	asc	1	0.5026929982046678	0.703770197486535	0.5116696588868941	0.7109515260323159
act/7	mean	proj	0	8	False	False	asc	1	0.5368043087971275	0.7127468581687613	0.5116696588868941	0.7289048473967684
act/11	mean	proj	0	2	True	True	asc	1	0.5008976660682226	0.7199281867145422	0.5116696588868941	0.7324955116696589
act/15	mean	proj	1	4	False	False	asc	1	0.5026929982046678	0.7127468581687613	0.5098743267504489	0.7360861759425493
act/27	mean	proj	0	3	True	True	asc	1	0.5008976660682226	0.7091561938958707	0.5098743267504489	0.7145421903052065
act/7	mean	proj	0	2	False	False	asc	1	0.533213644524237	0.7055655296229802	0.5098743267504489	0.7217235188509874
act/7	mean	proj	0	9	False	False	asc	1	0.5385996409335727	0.7145421903052065	0.5080789946140036	0.7307001795332136
act/7	mean	proj	0	12	False	False	asc	1	0.5368043087971275	0.7145421903052065	0.5062836624775583	0.7271095152603232
act/3	mean	proj	1	3	False	False	asc	1	0.5152603231597845	0.7163375224416517	0.5062836624775583	0.7289048473967684
act/7	mean	proj	0	10	False	False	asc	1	0.5403949730700179	0.7145421903052065	0.5062836624775583	0.7271095152603232
act/7	mean	proj	0	11	False	False	asc	1	0.5368043087971275	0.7145421903052065	0.5062836624775583	0.7271095152603232
act/7	mean	proj	0	16	False	False	asc	1	0.5368043087971275	0.7199281867145422	0.5044883303411131	0.725314183123878
act/7	mean	proj	0	15	False	False	asc	1	0.5350089766606823	0.7199281867145422	0.5044883303411131	0.7271095152603232
act/7	mean	proj	0	17	False	False	asc	1	0.5350089766606823	0.7199281867145422	0.5044883303411131	0.725314183123878
act/7	mean	proj	0	13	False	False	asc	1	0.5368043087971275	0.718132854578097	0.5044883303411131	0.7271095152603232
act/7	mean	proj	0	14	False	False	asc	1	0.5368043087971275	0.718132854578097	0.5044883303411131	0.7271095152603232
act/19	mean	proj	1	3	False	False	asc	1	0.5008976660682226	0.7342908438061041	0.5044883303411131	0.7324955116696589
act/11	mean	proj	0	2	True	False	asc	1	0.5116696588868941	0.718132854578097	0.5026929982046678	0.725314183123878
act/15	mean	proj	1	5	False	True	asc	1	0.5008976660682226	0.7199281867145422	0.5026929982046678	0.7360861759425493
act/7	mean	proj	0	18	False	False	asc	1	0.5350089766606823	0.7199281867145422	0.5026929982046678	0.725314183123878
act/7	mean	proj	1	3	False	False	asc	1	0.5062836624775583	0.7127468581687613	0.5026929982046678	0.7271095152603232
act/7	mean	proj	0	20	False	False	asc	1	0.5350089766606823	0.7199281867145422	0.5026929982046678	0.7217235188509874
act/11	mean	proj	1	3	False	False	asc	1	0.5098743267504489	0.718132854578097	0.5008976660682226	0.7199281867145422
act/7	mean	proj	0	19	False	False	asc	1	0.5350089766606823	0.7199281867145422	0.5008976660682226	0.7217235188509874
act/7	mean	proj	0	14	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	13	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	12	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	20	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	6	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	9	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	10	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	7	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	8	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	15	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	11	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	19	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	5	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	3	False	True	asc	1	0.5044883303411131	0.6463195691202872	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	4	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	16	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	18	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/7	mean	proj	0	17	False	True	asc	1	0.5044883303411131	0.6481149012567325	0.4991023339317774	0.6786355475763016
act/3	mean	proj	1	3	False	True	asc	1	0.5116696588868941	0.7127468581687613	0.49730700179533216	0.7289048473967684
act/7	mean	proj	0	2	False	True	asc	1	0.5026929982046678	0.644524236983842	0.49730700179533216	0.6786355475763016
act/19	mean	proj	1	3	False	True	asc	1	0.4955116696588869	0.7342908438061041	0.49730700179533216	0.7360861759425493
act/11	mean	proj	0	7	False	False	asc	1	0.5008976660682226	0.6894075403949731	0.49730700179533216	0.6947935368043088
act/7	mean	proj	0	1	False	True	asc	1	0.4955116696588869	0.6337522441651705	0.4955116696588869	0.6696588868940754
act/27	mean	proj	0	4	True	True	asc	1	0.4883303411131059	0.7019748653500898	0.4955116696588869	0.7073608617594255
act/11	mean	proj	0	3	True	True	asc	1	0.48473967684021546	0.7127468581687613	0.4955116696588869	0.7378815080789947
act/23	mean	proj	0	4	True	True	asc	1	0.4955116696588869	0.7163375224416517	0.4955116696588869	0.7145421903052065
act/23	mean	proj	1	4	False	True	asc	1	0.4829443447037702	0.7342908438061041	0.4955116696588869	0.7271095152603232
act/11	mean	proj	0	6	False	False	asc	1	0.5008976660682226	0.6894075403949731	0.4955116696588869	0.6912028725314183
act/7	mean	proj	0	1	False	False	asc	1	0.4955116696588869	0.6337522441651705	0.4955116696588869	0.6696588868940754
act/11	mean	proj	0	3	False	False	asc	1	0.49730700179533216	0.6786355475763016	0.49371633752244165	0.6858168761220825
act/11	mean	proj	0	5	False	False	asc	1	0.5008976660682226	0.6929982046678635	0.49371633752244165	0.6894075403949731
