model	subset	seed	position	c_begin	c_end	strategy	layer_range	gamma	w	step_acc_val@1	agent_acc_val@1	step_acc_val@3	agent_acc_val@3	step_acc_test@1	agent_acc_test@1	step_acc_test@3	agent_acc_test@3
qwen3.5-9b	wikimqa	19	act/15	1	3	backprop	6-8	0.1	1	0.46938775510204084	0.7278911564625851	0.6870748299319728	0.8843537414965986	0.5177111716621253	0.7057220708446866	0.7329700272479565	0.8392370572207084
qwen3.5-9b	wikimqa	19	act/15	1	3	backprop	0-2	0.1	1	0.48299319727891155	0.7210884353741497	0.673469387755102	0.8843537414965986	0.5122615803814714	0.7029972752043597	0.7247956403269755	0.8365122615803815
qwen3.5-9b	wikimqa	19	act/15	1	3	backprop	2-4	0.1	1	0.48299319727891155	0.7142857142857143	0.6802721088435374	0.891156462585034	0.5095367847411444	0.7002724795640327	0.7356948228882834	0.8365122615803815
qwen3.5-9b	wikimqa	19	act/15	1	3	backprop	6-8	0.1	2	0.46938775510204084	0.7142857142857143	0.673469387755102	0.8843537414965986	0.5095367847411444	0.7002724795640327	0.7329700272479565	0.8365122615803815
qwen3.5-9b	wikimqa	18	act/15	1	3	backprop	0-2	0.1	1	0.48299319727891155	0.7142857142857143	0.6666666666666666	0.8163265306122449	0.5068119891008175	0.6975476839237057	0.6839237057220708	0.8065395095367848
qwen3.5-9b	wikimqa	18	act/15	1	3	succ-near	0-2	0.2	1	0.4557823129251701	0.6938775510204082	0.673469387755102	0.8367346938775511	0.5068119891008175	0.6893732970027248	0.7138964577656676	0.8365122615803815
qwen3.5-9b	wikimqa	18	act/15	1	3	succ-near	2-4	0.2	1	0.4557823129251701	0.6938775510204082	0.673469387755102	0.8367346938775511	0.5068119891008175	0.6893732970027248	0.7138964577656676	0.8365122615803815
qwen3.5-9b	wikimqa	18	act/15	1	3	succ-near	4-6	0.2	1	0.4557823129251701	0.6938775510204082	0.673469387755102	0.8367346938775511	0.5068119891008175	0.6893732970027248	0.7138964577656676	0.8365122615803815
qwen3.5-9b	wikimqa	18	act/15	1	3	backprop	6-8	0.1	1	0.48299319727891155	0.7142857142857143	0.673469387755102	0.8095238095238095	0.5068119891008175	0.6948228882833788	0.6948228882833788	0.8119891008174387
qwen3.5-9b	wikimqa	18	act/15	1	3	succ-near	6-8	0.2	1	0.4557823129251701	0.6938775510204082	0.673469387755102	0.8367346938775511	0.5068119891008175	0.6893732970027248	0.7138964577656676	0.8365122615803815
qwen3.5-9b	wikimqa	19	act/15	1	3	succ-near	0-2	0.2	1	0.4965986394557823	0.7414965986394558	0.6802721088435374	0.8979591836734694	0.5068119891008175	0.6975476839237057	0.7520435967302452	0.8664850136239782
qwen3.5-9b	wikimqa	19	act/15	1	3	succ-near	2-4	0.2	1	0.4965986394557823	0.7414965986394558	0.6802721088435374	0.8979591836734694	0.5068119891008175	0.6975476839237057	0.7520435967302452	0.8664850136239782
qwen3.5-9b	wikimqa	19	act/15	1	3	succ-near	4-6	0.2	1	0.4965986394557823	0.7414965986394558	0.6802721088435374	0.8979591836734694	0.5068119891008175	0.6975476839237057	0.7520435967302452	0.8664850136239782
qwen3.5-9b	wikimqa	19	act/15	1	3	succ-near	6-8	0.2	1	0.4965986394557823	0.7414965986394558	0.6802721088435374	0.8979591836734694	0.5068119891008175	0.6975476839237057	0.7520435967302452	0.8664850136239782
qwen3.5-9b	wikimqa	18	act/15	1	3	backprop	0-2	0.1	2	0.46938775510204084	0.7074829931972789	0.6666666666666666	0.8163265306122449	0.5040871934604905	0.6975476839237057	0.670299727520436	0.7929155313351499
qwen3.5-9b	wikimqa	18	act/15	1	3	backprop	6-8	0.2	1	0.46938775510204084	0.7210884353741497	0.6938775510204082	0.8163265306122449	0.5040871934604905	0.6948228882833788	0.6893732970027248	0.8119891008174387
qwen3.5-9b	wikimqa	19	act/15	1	3	backprop	0-2	0.1	2	0.47619047619047616	0.7278911564625851	0.6530612244897959	0.8775510204081632	0.5040871934604905	0.7002724795640327	0.7220708446866485	0.8310626702997275
