seed	pooling	sel_by	source	position	method	c_begin	c_end	centered	weighted	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	svd_orient	layer_range	gamma	w	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test	diff_step_acc_val	diff_agent_acc_val	diff_step_acc_test	diff_agent_acc_test
1	last	test	correct-full/magentic	act/18	proj	2	17	False	False	0.119047619047619	0.4285714285714285	0.3488372093023256	0.627906976744186	negate	0-8	0.0	1	0.119047619047619	0.4285714285714285	0.3488372093023256	0.627906976744186	0.0	0.0	0.0	0.0
2	last	test	correct-full/magentic	act/21	proj	6	13	True	False	0.0952380952380952	0.5476190476190477	0.3255813953488372	0.6744186046511628	negate	0-8	0.3	all	0.0952380952380952	0.5476190476190477	0.3488372093023256	0.7209302325581395	0.0	0.0	0.023255813953488413	0.046511627906976716
3	last	test	correct-full/magentic	act/23	proj	3	10	False	False	0.2619047619047619	0.5714285714285714	0.4186046511627907	0.7209302325581395	negate	0-8	0.0	1	0.2619047619047619	0.5714285714285714	0.4186046511627907	0.7209302325581395	0.0	0.0	0.0	0.0
1	mean	test	correct-full/magentic	act/14	proj	6	8	True	False	0.1904761904761904	0.5714285714285714	0.3255813953488372	0.6511627906976745	negate	0-8	0.0	1	0.1904761904761904	0.5714285714285714	0.3255813953488372	0.6511627906976745	0.0	0.0	0.0	0.0
2	mean	test	correct-full/magentic	act/28	proj	10	13	True	False	0.119047619047619	0.6428571428571429	0.3023255813953488	0.6046511627906976	negate	8-16	0.8	4	0.0952380952380952	0.6428571428571429	0.3255813953488372	0.6046511627906976	-0.023809523809523794	0.0	0.023255813953488358	0.0
3	mean	test	correct-full/magentic	act/29	proj	0	5	False	False	0.2142857142857142	0.5476190476190477	0.4418604651162791	0.6744186046511628	negate	8-16	0.4	3	0.2142857142857142	0.6190476190476191	0.4883720930232558	0.6976744186046512	0.0	0.0714285714285714	0.046511627906976716	0.023255813953488413
1	last	val	correct-full/magentic	act/23	proj	4	12	False	False	0.4285714285714285	0.6666666666666666	0.1860465116279069	0.5581395348837209	inverse	0-8	0.1	all	0.4047619047619047	0.6666666666666666	0.2093023255813953	0.627906976744186	-0.02380952380952378	0.0	0.023255813953488413	0.06976744186046513
2	last	val	correct-full/magentic	act/24	proj	2	15	False	False	0.4285714285714285	0.7380952380952381	0.1627906976744186	0.5348837209302325	inverse	8-16	1.0	3	0.1666666666666666	0.5476190476190477	0.3023255813953488	0.6744186046511628	-0.26190476190476186	-0.19047619047619047	0.13953488372093023	0.13953488372093026
3	last	val	correct-full/magentic	act/25	proj	0	12	True	False	0.3095238095238095	0.7380952380952381	0.2093023255813953	0.627906976744186	sigmoid	0-8	0.6	5	0.238095238095238	0.7142857142857143	0.2790697674418604	0.7209302325581395	-0.07142857142857148	-0.023809523809523836	0.0697674418604651	0.09302325581395343
1	mean	val	correct-full/magentic	act/27	proj	0	7	False	False	0.3809523809523809	0.6904761904761905	0.2093023255813953	0.5813953488372093	negate	16-24	0.2	1	0.3809523809523809	0.7142857142857143	0.2093023255813953	0.627906976744186	0.0	0.023809523809523836	0.0	0.046511627906976716
2	mean	val	correct-full/magentic	act/29	proj	0	5	False	False	0.3571428571428571	0.6428571428571429	0.2790697674418604	0.5813953488372093	negate	8-16	0.2	1	0.4047619047619047	0.6666666666666666	0.3023255813953488	0.6046511627906976	0.047619047619047616	0.023809523809523725	0.023255813953488413	0.023255813953488302
3	mean	val	correct-full/magentic	act/16	proj	5	9	True	False	0.3095238095238095	0.6904761904761905	0.2093023255813953	0.627906976744186	negate	24-32	0.8	4	0.2619047619047619	0.6428571428571429	0.3023255813953488	0.6744186046511628	-0.04761904761904756	-0.04761904761904756	0.09302325581395351	0.046511627906976716
