seed	pooling	sel_by	source	position	method	c_begin	c_end	centered	weighted	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	svd_orient	layer_range	gamma	w	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test	diff_step_acc_val	diff_agent_acc_val	diff_step_acc_test	diff_agent_acc_test
1	last	test	correct-full/magentic	act/31_normed	proj	6	17	False	False	0.1666666666666666	0.5476190476190477	0.2790697674418604	0.6046511627906976	negate	6-8	0.1	2	0.1428571428571428	0.5238095238095238	0.2790697674418604	0.627906976744186	-0.023809523809523808	-0.023809523809523836	0.0	0.023255813953488413
2	last	test	correct-full/magentic	act/27	proj	17	19	True	False	0.1666666666666666	0.6190476190476191	0.3023255813953488	0.627906976744186	negate	0-2	0.1	3	0.1428571428571428	0.6428571428571429	0.3255813953488372	0.6046511627906976	-0.023809523809523808	0.023809523809523836	0.023255813953488358	-0.023255813953488413
3	last	test	correct-full/magentic	act/19	proj	4	12	False	False	0.1428571428571428	0.4761904761904761	0.3488372093023256	0.6046511627906976	sigmoid	0-2	0.1	1	0.1428571428571428	0.4761904761904761	0.3720930232558139	0.627906976744186	0.0	0.0	0.023255813953488302	0.023255813953488413
1	mean	test	correct-full/magentic	act/3	proj	2	6	False	False	0.1428571428571428	0.5238095238095238	0.2790697674418604	0.6976744186046512	inverse	0-2	0.1	1	0.1428571428571428	0.5	0.3023255813953488	0.6976744186046512	0.0	-0.023809523809523836	0.023255813953488413	0.0
2	mean	test	correct-full/magentic	act/31	proj	1	4	False	False	0.238095238095238	0.6666666666666666	0.3720930232558139	0.5348837209302325	inverse	0-2	0.3	1	0.2142857142857142	0.6904761904761905	0.4418604651162791	0.5813953488372093	-0.023809523809523808	0.023809523809523836	0.06976744186046518	0.04651162790697683
3	mean	test	correct-full/magentic	act/31	proj	1	4	False	False	0.2142857142857142	0.5952380952380952	0.4186046511627907	0.627906976744186	inverse	0-2	0.3	1	0.2142857142857142	0.6190476190476191	0.4418604651162791	0.6511627906976745	0.0	0.023809523809523836	0.023255813953488358	0.023255813953488413
1	last	val	correct-full/magentic	act/27	proj	17	19	True	False	0.3095238095238095	0.6904761904761905	0.1627906976744186	0.627906976744186	negate	0-2	0.6	5	0.0952380952380952	0.5714285714285714	0.1627906976744186	0.6976744186046512	-0.21428571428571427	-0.11904761904761907	0.0	0.06976744186046513
2	last	val	correct-full/magentic	act/31	proj	2	15	False	False	0.3095238095238095	0.7142857142857143	0.0697674418604651	0.5116279069767442	inverse	0-2	0.4	2	0.1428571428571428	0.4523809523809524	0.1627906976744186	0.4651162790697674	-0.16666666666666669	-0.2619047619047619	0.09302325581395349	-0.04651162790697683
3	last	val	correct-full/magentic	act/31_normed	proj	3	13	True	False	0.3095238095238095	0.6428571428571429	0.0697674418604651	0.4418604651162791	negate	0-2	0.4	all	0.2619047619047619	0.6428571428571429	0.1395348837209302	0.5348837209302325	-0.04761904761904756	0.0	0.0697674418604651	0.09302325581395343
1	mean	val	correct-full/magentic	act/31_normed	proj	0	14	True	False	0.3809523809523809	0.6428571428571429	0.1162790697674418	0.5348837209302325	inverse	2-4	0.7	2	0.3095238095238095	0.6666666666666666	0.1627906976744186	0.6511627906976745	-0.0714285714285714	0.023809523809523725	0.046511627906976785	0.11627906976744196
2	mean	val	correct-full/magentic	act/31_normed	proj	0	14	True	False	0.3333333333333333	0.7619047619047619	0.2093023255813953	0.4883720930232558	inverse	6-8	0.1	1	0.3095238095238095	0.7619047619047619	0.2558139534883721	0.5813953488372093	-0.023809523809523836	0.0	0.0465116279069768	0.09302325581395354
3	mean	val	correct-full/magentic	act/31_normed	proj	14	15	True	False	0.2857142857142857	0.5476190476190477	0.2558139534883721	0.6976744186046512	negate	4-6	0.2	all	0.2857142857142857	0.6428571428571429	0.3255813953488372	0.7441860465116279	0.0	0.09523809523809523	0.06976744186046507	0.046511627906976716
