seed	pooling	sel_by	source	position	method	c_begin	c_end	centered	weighted	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	svd_orient	layer_range	gamma	w	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test	diff_step_acc_val	diff_agent_acc_val	diff_step_acc_test	diff_agent_acc_test
1	last	test	correct-full/magentic	act/2	proj	6	19	True	False	0.0666666666666666	0.6444444444444445	0.217391304347826	0.6739130434782609	inverse	24-32	0.6	5	0.0666666666666666	0.6666666666666666	0.2608695652173913	0.6739130434782609	0.0	0.022222222222222143	0.0434782608695653	0.0
2	last	test	correct-full/magentic	act/0	proj	4	8	True	False	0.0888888888888888	0.6	0.2608695652173913	0.6086956521739131	negate	0-8	0.2	1	0.1111111111111111	0.6666666666666666	0.2608695652173913	0.6956521739130435	0.02222222222222231	0.06666666666666665	0.0	0.08695652173913038
3	last	test	correct-full/magentic	act/4	proj	15	16	False	False	0.0222222222222222	0.6666666666666666	0.217391304347826	0.6956521739130435	negate	0-8	0.0	1	0.0222222222222222	0.6666666666666666	0.217391304347826	0.6956521739130435	0.0	0.0	0.0	0.0
1	mean	test	correct-full/magentic	act/15	proj	0	11	False	False	0.3111111111111111	0.6222222222222222	0.3043478260869565	0.6304347826086957	negate	0-8	0.0	1	0.3111111111111111	0.6222222222222222	0.3043478260869565	0.6304347826086957	0.0	0.0	0.0	0.0
2	mean	test	correct-full/magentic	act/14	proj	0	7	False	False	0.2444444444444444	0.6222222222222222	0.3260869565217391	0.6956521739130435	negate	0-8	0.0	1	0.2444444444444444	0.6222222222222222	0.3260869565217391	0.6956521739130435	0.0	0.0	0.0	0.0
3	mean	test	correct-full/magentic	act/14	proj	0	10	False	False	0.2666666666666666	0.6444444444444445	0.2826086956521739	0.6521739130434783	sigmoid	24-32	0.3	5	0.2666666666666666	0.6222222222222222	0.3043478260869565	0.6956521739130435	0.0	-0.022222222222222254	0.021739130434782594	0.04347826086956519
1	last	val	correct-full/magentic	act/5	proj	2	3	False	False	0.2222222222222222	0.6	0.108695652173913	0.5217391304347826	negate	24-32	0.5	4	0.1555555555555555	0.6222222222222222	0.1956521739130435	0.5869565217391305	-0.06666666666666671	0.022222222222222254	0.08695652173913049	0.0652173913043479
2	last	val	correct-full/magentic	act/8	proj	8	19	False	False	0.2222222222222222	0.6444444444444445	0.1304347826086956	0.5869565217391305	negate	16-24	0.8	1	0.1777777777777777	0.6444444444444445	0.217391304347826	0.6304347826086957	-0.04444444444444451	0.0	0.0869565217391304	0.04347826086956519
3	last	val	correct-full/magentic	act/4	proj	14	18	True	False	0.2444444444444444	0.6888888888888889	0.108695652173913	0.5217391304347826	inverse	8-16	0.6	1	0.2222222222222222	0.7111111111111111	0.1304347826086956	0.5652173913043478	-0.0222222222222222	0.022222222222222254	0.021739130434782594	0.04347826086956519
1	mean	val	correct-full/magentic	act/13	proj	0	7	False	False	0.3555555555555555	0.6666666666666666	0.1304347826086956	0.6521739130434783	negate	8-16	0.2	2	0.2444444444444444	0.6222222222222222	0.2391304347826087	0.6956521739130435	-0.1111111111111111	-0.0444444444444444	0.10869565217391311	0.04347826086956519
2	mean	val	correct-full/magentic	act/15	proj	0	11	False	False	0.3111111111111111	0.6444444444444445	0.3043478260869565	0.6521739130434783	negate	0-8	0.0	1	0.3111111111111111	0.6444444444444445	0.3043478260869565	0.6521739130434783	0.0	0.0	0.0	0.0
3	mean	val	correct-full/magentic	act/15	proj	0	11	False	False	0.3333333333333333	0.6222222222222222	0.2826086956521739	0.6521739130434783	negate	0-8	0.0	1	0.3333333333333333	0.6222222222222222	0.2826086956521739	0.6521739130434783	0.0	0.0	0.0	0.0
