position	pooling	method	c_begin	c_end	centered	weighted	direction	k	step_acc_val	agent_acc_val	step_acc_test	agent_acc_test
act/31	mean	proj	2	4	False	False	asc	1	0.2619047619047619	0.6190476190476191	0.32558139534883723	0.6744186046511628
act/31_normed	mean	proj	0	16	True	False	asc	1	0.19047619047619047	0.5714285714285714	0.32558139534883723	0.627906976744186
act/31	mean	proj	1	6	False	False	asc	1	0.2619047619047619	0.5714285714285714	0.32558139534883723	0.6744186046511628
act/31	mean	proj	2	4	False	True	asc	1	0.3333333333333333	0.6428571428571429	0.32558139534883723	0.6744186046511628
act/31	mean	proj	2	6	False	False	asc	1	0.21428571428571427	0.6428571428571429	0.32558139534883723	0.6511627906976745
act/31	mean	proj	0	5	True	False	asc	1	0.19047619047619047	0.5238095238095238	0.32558139534883723	0.6511627906976745
act/31_normed	mean	proj	1	3	True	False	asc	1	0.30952380952380953	0.6190476190476191	0.3023255813953488	0.627906976744186
act/31_normed	mean	proj	0	17	True	False	asc	1	0.19047619047619047	0.5476190476190477	0.3023255813953488	0.627906976744186
act/31	mean	proj	0	11	True	False	asc	1	0.19047619047619047	0.5714285714285714	0.3023255813953488	0.6511627906976745
act/31_normed	mean	proj	2	4	False	True	asc	1	0.30952380952380953	0.6190476190476191	0.3023255813953488	0.6744186046511628
act/31	mean	proj	0	12	True	False	asc	1	0.16666666666666666	0.5714285714285714	0.3023255813953488	0.6511627906976745
act/27	mean	proj	2	4	False	False	asc	1	0.14285714285714285	0.5476190476190477	0.3023255813953488	0.627906976744186
act/31	mean	proj	0	5	True	True	asc	1	0.2619047619047619	0.6190476190476191	0.3023255813953488	0.6046511627906976
act/31	mean	proj	0	16	True	False	asc	1	0.19047619047619047	0.6190476190476191	0.3023255813953488	0.627906976744186
act/31_normed	mean	proj	0	14	True	False	asc	1	0.21428571428571427	0.5714285714285714	0.3023255813953488	0.627906976744186
act/31_normed	mean	proj	0	5	True	False	asc	1	0.16666666666666666	0.47619047619047616	0.3023255813953488	0.6511627906976745
act/31	mean	proj	2	6	False	True	asc	1	0.21428571428571427	0.6428571428571429	0.3023255813953488	0.6511627906976745
act/31_normed	mean	proj	2	4	False	False	asc	1	0.30952380952380953	0.6190476190476191	0.3023255813953488	0.6511627906976745
act/31_normed	mean	proj	0	15	True	False	asc	1	0.19047619047619047	0.5476190476190477	0.3023255813953488	0.6511627906976745
act/31_normed	mean	proj	0	12	True	False	asc	1	0.19047619047619047	0.5714285714285714	0.27906976744186046	0.6511627906976745
act/23	mean	proj	1	4	False	False	asc	1	0.19047619047619047	0.5714285714285714	0.27906976744186046	0.6976744186046512
act/31	mean	proj	0	15	True	False	asc	1	0.19047619047619047	0.5476190476190477	0.27906976744186046	0.627906976744186
act/31	mean	proj	0	7	True	False	asc	1	0.2619047619047619	0.6190476190476191	0.27906976744186046	0.6744186046511628
act/31	mean	proj	1	4	False	True	asc	1	0.30952380952380953	0.5476190476190477	0.27906976744186046	0.6511627906976745
act/31	mean	proj	0	3	True	False	asc	1	0.30952380952380953	0.5476190476190477	0.27906976744186046	0.6511627906976745
act/31_normed	mean	proj	0	3	True	True	asc	1	0.2619047619047619	0.5476190476190477	0.27906976744186046	0.627906976744186
act/31	mean	proj	1	7	False	False	asc	1	0.2857142857142857	0.6190476190476191	0.27906976744186046	0.6744186046511628
act/31	mean	proj	1	8	False	False	asc	1	0.2857142857142857	0.6190476190476191	0.27906976744186046	0.6744186046511628
act/31_normed	mean	proj	1	3	True	True	asc	1	0.30952380952380953	0.5952380952380952	0.27906976744186046	0.627906976744186
act/31	mean	proj	2	5	False	True	asc	1	0.21428571428571427	0.6428571428571429	0.27906976744186046	0.627906976744186
act/15	mean	proj	0	5	True	False	asc	1	0.07142857142857142	0.5952380952380952	0.27906976744186046	0.7209302325581395
act/31	mean	proj	1	5	False	False	asc	1	0.19047619047619047	0.5238095238095238	0.27906976744186046	0.627906976744186
act/31	mean	proj	0	4	True	False	asc	1	0.21428571428571427	0.5238095238095238	0.27906976744186046	0.6511627906976745
act/31	mean	proj	0	17	True	False	asc	1	0.16666666666666666	0.5476190476190477	0.27906976744186046	0.627906976744186
act/31	mean	proj	0	10	True	False	asc	1	0.16666666666666666	0.5714285714285714	0.27906976744186046	0.6511627906976745
act/31	mean	proj	0	8	True	True	asc	1	0.23809523809523808	0.5952380952380952	0.27906976744186046	0.6511627906976745
