strategy	position	pooling	method	c_begin	c_end	centered	weighted	threshold	seed	sel_by	step_acc_val	agent_acc_val	step_acc_test	agent_acc_test
svd	act/19	last	proj	11	16	True	False		1	test	0.10344827586206896	0.5862068965517241	0.3448275862068966	0.6206896551724138
svd	act/24	last	proj	11	17	False	False		2	test	0.034482758620689655	0.4827586206896552	0.3103448275862069	0.7241379310344828
svd	act/8	last	proj	17	18	True	False		3	test	0.10344827586206896	0.6206896551724138	0.27586206896551724	0.5172413793103449
svd	act/31_normed	mean	proj	0	3	False	False		1	test	0.13793103448275862	0.4827586206896552	0.27586206896551724	0.6896551724137931
svd	act/1	mean	proj	9	14	False	False		2	test	0.0	0.41379310344827586	0.27586206896551724	0.6206896551724138
svd	act/31_normed	mean	proj	4	6	True	False		3	test	0.20689655172413793	0.6551724137931034	0.2413793103448276	0.6551724137931034
svd	act/14	last	proj	8	11	False	False		1	val	0.2413793103448276	0.6206896551724138	0.13793103448275862	0.5862068965517241
svd	act/20	last	proj	10	17	True	False		2	val	0.3103448275862069	0.5862068965517241	0.13793103448275862	0.6206896551724138
svd	act/11	last	proj	2	15	False	False		3	val	0.27586206896551724	0.7586206896551724	0.10344827586206896	0.5517241379310345
svd	act/20	mean	proj	14	17	False	False		1	val	0.27586206896551724	0.5862068965517241	0.10344827586206896	0.5517241379310345
svd	act/31	mean	proj	0	7	False	False		2	val	0.2413793103448276	0.5862068965517241	0.10344827586206896	0.6551724137931034
svd	act/5	mean	proj	17	18	False	False		3	val	0.2413793103448276	0.6896551724137931	0.10344827586206896	0.6206896551724138
