strategy	position	pooling	method	c_begin	c_end	centered	weighted	threshold	seed	sel_by	source	layer_range	gamma	w	orient	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.0	1	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.0	2	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.0	3	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.0	4	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.0	5	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.0	all	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.1	1	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5152603231597845	0.7109515260323159	0.5134649910233393	0.6894075403949731
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.1	2	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5098743267504489	0.7073608617594255	0.5152603231597845	0.6929982046678635
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.1	3	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5080789946140036	0.7073608617594255	0.5152603231597845	0.6929982046678635
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.1	4	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5080789946140036	0.7073608617594255	0.5152603231597845	0.6912028725314183
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.1	5	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5080789946140036	0.7073608617594255	0.5152603231597845	0.6912028725314183
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.1	all	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5080789946140036	0.7073608617594255	0.5134649910233393	0.6912028725314183
svd	act/31_normed	last	proj	0	16	False	False		1	val	correct-full/magentic	0-8	0.2	1	negate	0.5170556552962298	0.7109515260323159	0.5152603231597845	0.6894075403949731	0.5044883303411131	0.7073608617594255	0.5062836624775583	0.696588868940754
