strategy	position	pooling	method	c_begin	c_end	centered	weighted	threshold	seed	sel_by	source	layer_range	gamma	w	orient	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test
svd	act/11	last	proj	13	16	True	False		1	val	correct-full/magentic	0-2	0.0	1	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	test	correct-full/magentic	0-2	0.0	1	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	val	correct-full/magentic	0-2	0.0	2	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	test	correct-full/magentic	0-2	0.0	2	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	val	correct-full/magentic	0-2	0.0	3	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	test	correct-full/magentic	0-2	0.0	3	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	val	correct-full/magentic	0-2	0.0	4	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	test	correct-full/magentic	0-2	0.0	4	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	val	correct-full/magentic	0-2	0.0	5	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
svd	act/11	last	proj	13	16	True	False		1	test	correct-full/magentic	0-2	0.0	5	negate	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241	0.2413793103448276	0.6551724137931034	0.2413793103448276	0.5862068965517241
