strategy	position	pooling	method	c_begin	c_end	centered	weighted	threshold	seed	sel_by	source	layer_range	gamma	w	orient	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.0	1	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.0	2	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.0	3	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.0	4	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.0	5	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.0	all	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.1	1	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7109515260323159	0.4829443447037702	0.6804308797127468
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.1	2	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5026929982046678	0.7109515260323159	0.48114901256732495	0.6768402154398564
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.1	3	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5008976660682226	0.7073608617594255	0.47755834829443444	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.1	4	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5026929982046678	0.7073608617594255	0.4757630161579892	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.1	5	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5026929982046678	0.7073608617594255	0.4757630161579892	0.6750448833034112
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.1	all	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5008976660682226	0.7073608617594255	0.4757630161579892	0.6732495511669659
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.2	1	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.5044883303411131	0.7163375224416517	0.47755834829443444	0.6768402154398564
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.2	2	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.4991023339317774	0.7073608617594255	0.47755834829443444	0.6786355475763016
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.2	3	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.4955116696588869	0.7091561938958707	0.47755834829443444	0.6786355475763016
svd	act/31_normed	last	proj	0	6	False	False		1	val	correct-full/magentic	0-2	0.2	4	negate	0.5044883303411131	0.7073608617594255	0.4793536804308797	0.6750448833034112	0.4955116696588869	0.7091561938958707	0.4793536804308797	0.6804308797127468
