position	pooling	method	c_begin	c_end	centered	weighted	direction	k	step_acc_val	agent_acc_val	step_acc_test	agent_acc_test
act/15	mean	proj	0	2	True	False	asc	1	0.5637342908438061	0.718132854578097	0.5601436265709157	0.7235188509874326
act/15	mean	proj	0	2	True	True	asc	1	0.5583482944344704	0.7217235188509874	0.5511669658886894	0.718132854578097
act/19	mean	proj	0	2	True	False	asc	1	0.5493716337522442	0.7378815080789947	0.5457809694793537	0.7271095152603232
act/19	mean	proj	0	2	True	True	asc	1	0.547576301615799	0.7396768402154399	0.5421903052064632	0.7271095152603232
act/15	mean	proj	1	3	False	False	asc	1	0.533213644524237	0.7324955116696589	0.5350089766606823	0.7217235188509874
act/19	mean	proj	0	3	True	True	asc	1	0.5439856373429084	0.7396768402154399	0.5350089766606823	0.7199281867145422
act/15	mean	proj	0	3	True	True	asc	1	0.5439856373429084	0.725314183123878	0.5314183123877917	0.7217235188509874
act/19	mean	proj	0	3	True	False	asc	1	0.5403949730700179	0.7378815080789947	0.5278276481149012	0.7199281867145422
act/15	mean	proj	1	3	False	True	asc	1	0.5296229802513465	0.7271095152603232	0.5206463195691203	0.7217235188509874
act/15	mean	proj	0	4	True	True	asc	1	0.518850987432675	0.7217235188509874	0.518850987432675	0.725314183123878
act/15	mean	proj	0	3	True	False	asc	1	0.5368043087971275	0.718132854578097	0.518850987432675	0.7235188509874326
act/19	mean	proj	0	4	True	True	asc	1	0.5116696588868941	0.7360861759425493	0.5134649910233393	0.7217235188509874
act/11	mean	proj	1	3	False	True	asc	1	0.4991023339317774	0.7163375224416517	0.5116696588868941	0.718132854578097
act/23	mean	proj	0	3	True	True	asc	1	0.5403949730700179	0.7414721723518851	0.5098743267504489	0.7145421903052065
act/23	mean	proj	0	2	True	False	asc	1	0.5350089766606823	0.7217235188509874	0.5098743267504489	0.725314183123878
act/15	mean	proj	0	5	True	True	asc	1	0.5044883303411131	0.7217235188509874	0.5080789946140036	0.7289048473967684
act/23	mean	proj	0	2	True	True	asc	1	0.5350089766606823	0.725314183123878	0.5080789946140036	0.725314183123878
act/11	mean	proj	0	2	True	True	asc	1	0.5008976660682226	0.7163375224416517	0.5080789946140036	0.7145421903052065
act/7	mean	proj	0	3	False	False	asc	1	0.526032315978456	0.7127468581687613	0.5080789946140036	0.6947935368043088
act/7	mean	proj	0	4	False	False	asc	1	0.5224416517055656	0.7163375224416517	0.5062836624775583	0.6929982046678635
