position	pooling	method	c_begin	c_end	centered	weighted	direction	k	step_acc_val	agent_acc_val	step_acc_test	agent_acc_test
act/23	last	proj	0	5	True	True	asc	1	0.48473967684021546	0.7109515260323159	0.49012567324955114	0.7360861759425493
act/31_normed	last	proj	0	5	False	False	asc	1	0.49371633752244165	0.6929982046678635	0.49012567324955114	0.7307001795332136
act/31_normed	last	proj	0	6	False	False	asc	1	0.4991023339317774	0.696588868940754	0.49012567324955114	0.7235188509874326
act/23	last	proj	0	5	True	False	asc	1	0.4793536804308797	0.718132854578097	0.4883303411131059	0.7468581687612208
act/27	last	proj	0	3	True	False	asc	1	0.4649910233393178	0.7055655296229802	0.4865350089766607	0.725314183123878
act/27	last	proj	0	4	True	True	asc	1	0.4703770197486535	0.7289048473967684	0.48473967684021546	0.7468581687612208
act/27	last	proj	0	2	True	False	asc	1	0.4703770197486535	0.6463195691202872	0.4829443447037702	0.6912028725314183
act/31_normed	last	proj	0	4	False	False	asc	1	0.4919210053859964	0.6912028725314183	0.48114901256732495	0.7163375224416517
act/27	last	proj	0	4	True	False	asc	1	0.473967684021544	0.7235188509874326	0.4793536804308797	0.7432675044883303
act/27	last	proj	0	2	True	True	asc	1	0.466786355475763	0.6570915619389587	0.4793536804308797	0.6822262118491921
act/31_normed	last	proj	0	3	True	True	asc	1	0.4452423698384201	0.718132854578097	0.4793536804308797	0.7414721723518851
act/31_normed	last	proj	0	5	True	True	asc	1	0.4578096947935368	0.7271095152603232	0.47755834829443444	0.7342908438061041
act/23	last	proj	0	4	True	True	asc	1	0.47217235188509876	0.7127468581687613	0.47755834829443444	0.7396768402154399
act/31_normed	last	proj	0	3	True	False	asc	1	0.4614003590664273	0.7199281867145422	0.473967684021544	0.7432675044883303
act/23	last	proj	0	4	True	False	asc	1	0.48114901256732495	0.7199281867145422	0.47217235188509876	0.748653500897666
act/31_normed	last	proj	0	4	True	True	asc	1	0.45601436265709155	0.7271095152603232	0.4703770197486535	0.7378815080789947
act/23	last	proj	1	6	False	True	asc	1	0.45960502692998206	0.7001795332136446	0.46858168761220825	0.7271095152603232
act/27	last	proj	0	3	True	True	asc	1	0.4631956912028725	0.703770197486535	0.46858168761220825	0.718132854578097
act/31_normed	last	proj	0	5	True	False	asc	1	0.4452423698384201	0.7307001795332136	0.46858168761220825	0.7378815080789947
act/31_normed	last	proj	0	3	False	False	asc	1	0.4793536804308797	0.6660682226211849	0.466786355475763	0.6786355475763016
act/31_normed	last	proj	0	18	False	False	asc	1	0.4793536804308797	0.7127468581687613	0.466786355475763	0.7271095152603232
act/31_normed	last	proj	1	5	False	True	asc	1	0.44703770197486536	0.7091561938958707	0.466786355475763	0.7414721723518851
act/31_normed	last	proj	1	4	False	True	asc	1	0.4452423698384201	0.7109515260323159	0.4649910233393178	0.7432675044883303
act/31_normed	last	proj	1	6	False	False	asc	1	0.44344703770197486	0.7145421903052065	0.4649910233393178	0.7360861759425493
act/31_normed	last	proj	1	5	False	False	asc	1	0.4524236983842011	0.7055655296229802	0.4631956912028725	0.7360861759425493
act/31_normed	last	proj	0	20	False	False	asc	1	0.4829443447037702	0.7109515260323159	0.4631956912028725	0.725314183123878
act/31_normed	last	proj	1	4	False	False	asc	1	0.44703770197486536	0.7055655296229802	0.4631956912028725	0.7414721723518851
act/31_normed	last	proj	0	17	False	False	asc	1	0.47755834829443444	0.7073608617594255	0.4631956912028725	0.725314183123878
act/27	last	proj	1	3	False	False	asc	1	0.43447037701974867	0.6660682226211849	0.4614003590664273	0.7055655296229802
act/31_normed	last	proj	0	19	False	False	asc	1	0.4829443447037702	0.7127468581687613	0.4614003590664273	0.7217235188509874
act/31	last	proj	0	3	True	False	asc	1	0.4380610412926391	0.7109515260323159	0.45960502692998206	0.7396768402154399
act/31_normed	last	proj	0	4	True	False	asc	1	0.47217235188509876	0.7235188509874326	0.45960502692998206	0.7289048473967684
act/23	last	proj	1	6	False	False	asc	1	0.466786355475763	0.7019748653500898	0.4578096947935368	0.7342908438061041
act/31_normed	last	proj	0	16	False	False	asc	1	0.4829443447037702	0.7145421903052065	0.4578096947935368	0.7217235188509874
act/27	last	proj	1	3	False	True	asc	1	0.4362657091561939	0.6858168761220825	0.4578096947935368	0.7091561938958707
act/31_normed	last	proj	0	15	False	False	asc	1	0.48114901256732495	0.7109515260323159	0.4578096947935368	0.7217235188509874
act/31_normed	last	proj	0	13	False	False	asc	1	0.4955116696588869	0.7109515260323159	0.4578096947935368	0.7199281867145422
act/27	last	proj	1	5	False	True	asc	1	0.4398563734290844	0.6983842010771992	0.4578096947935368	0.725314183123878
act/31_normed	last	proj	0	12	False	False	asc	1	0.4883303411131059	0.703770197486535	0.45601436265709155	0.7109515260323159
act/23	last	proj	0	3	True	False	asc	1	0.43447037701974867	0.6481149012567325	0.45601436265709155	0.6894075403949731
act/31_normed	last	proj	0	14	False	False	asc	1	0.49012567324955114	0.7091561938958707	0.45601436265709155	0.7199281867145422
act/27	last	proj	1	4	False	True	asc	1	0.43447037701974867	0.696588868940754	0.45601436265709155	0.7199281867145422
act/31_normed	last	proj	1	6	False	True	asc	1	0.4398563734290844	0.7073608617594255	0.45601436265709155	0.7289048473967684
act/27	last	proj	1	5	False	False	asc	1	0.44344703770197486	0.6983842010771992	0.4542190305206463	0.7217235188509874
act/27	last	proj	0	5	True	True	asc	1	0.44344703770197486	0.7145421903052065	0.4542190305206463	0.7396768402154399
act/11	last	proj	0	9	False	False	asc	1	0.4236983842010772	0.6929982046678635	0.4542190305206463	0.7199281867145422
act/31	last	proj	1	4	False	False	asc	1	0.4398563734290844	0.7073608617594255	0.4542190305206463	0.7396768402154399
act/31_normed	last	proj	0	8	False	False	asc	1	0.4649910233393178	0.6858168761220825	0.4542190305206463	0.7019748653500898
act/31_normed	last	proj	0	7	False	False	asc	1	0.47217235188509876	0.696588868940754	0.4524236983842011	0.7199281867145422
act/23	last	proj	1	5	False	False	asc	1	0.44344703770197486	0.6947935368043088	0.4524236983842011	0.7199281867145422
act/23	last	proj	1	5	False	True	asc	1	0.4380610412926391	0.696588868940754	0.4524236983842011	0.7217235188509874
act/31_normed	last	proj	0	9	False	False	asc	1	0.4649910233393178	0.6840215439856373	0.4506283662477558	0.7091561938958707
act/31	last	proj	0	3	True	True	asc	1	0.4362657091561939	0.7073608617594255	0.4506283662477558	0.7324955116696589
act/31_normed	last	proj	0	2	True	False	asc	1	0.44703770197486536	0.6193895870736086	0.4488330341113106	0.6481149012567325
act/27	last	proj	1	4	False	False	asc	1	0.4326750448833034	0.6876122082585279	0.44703770197486536	0.7199281867145422
act/23	last	proj	1	4	False	True	asc	1	0.4254937163375224	0.6929982046678635	0.44703770197486536	0.7109515260323159
act/31_normed	last	proj	0	11	False	False	asc	1	0.47217235188509876	0.6858168761220825	0.44703770197486536	0.7091561938958707
act/31_normed	last	proj	0	10	False	False	asc	1	0.47217235188509876	0.6858168761220825	0.44703770197486536	0.7073608617594255
act/11	last	proj	0	8	False	False	asc	1	0.42190305206463197	0.696588868940754	0.4452423698384201	0.725314183123878
act/31	last	proj	1	4	False	True	asc	1	0.4254937163375224	0.7019748653500898	0.4452423698384201	0.7396768402154399
act/23	last	proj	1	3	False	False	asc	1	0.4380610412926391	0.6337522441651705	0.44344703770197486	0.6427289048473968
act/19	last	proj	2	4	False	False	asc	1	0.43447037701974867	0.6894075403949731	0.44344703770197486	0.6947935368043088
act/27	last	proj	0	5	False	False	asc	1	0.4542190305206463	0.63016157989228	0.44344703770197486	0.6570915619389587
act/11	last	proj	0	6	False	False	asc	1	0.42908438061041293	0.7001795332136446	0.44165170556552963	0.7199281867145422
act/23	last	proj	1	4	False	False	asc	1	0.4272890484739677	0.6912028725314183	0.4380610412926391	0.7091561938958707
act/23	last	proj	0	3	True	True	asc	1	0.43087971274685816	0.6265709156193896	0.4380610412926391	0.6570915619389587
act/11	last	proj	0	7	False	False	asc	1	0.4236983842010772	0.696588868940754	0.4380610412926391	0.7199281867145422
act/31	last	proj	0	4	True	False	asc	1	0.43447037701974867	0.7163375224416517	0.4380610412926391	0.7396768402154399
act/19	last	proj	2	4	False	True	asc	1	0.42908438061041293	0.6840215439856373	0.4380610412926391	0.6929982046678635
act/31_normed	last	proj	1	3	False	False	asc	1	0.4452423698384201	0.6355475763016158	0.4362657091561939	0.6499102333931778
act/27	last	proj	1	6	False	True	asc	1	0.4326750448833034	0.6929982046678635	0.43447037701974867	0.7271095152603232
act/31	last	proj	1	5	False	False	asc	1	0.43447037701974867	0.7091561938958707	0.43447037701974867	0.7324955116696589
act/23	last	proj	1	3	False	True	asc	1	0.42908438061041293	0.6427289048473968	0.43447037701974867	0.6535008976660682
act/31	last	proj	0	4	True	True	asc	1	0.43447037701974867	0.718132854578097	0.4326750448833034	0.7324955116696589
act/31	last	proj	1	6	False	False	asc	1	0.41651705565529623	0.7199281867145422	0.43087971274685816	0.7324955116696589
act/31	last	proj	1	5	False	True	asc	1	0.42908438061041293	0.7091561938958707	0.43087971274685816	0.7307001795332136
act/11	last	proj	0	10	False	False	asc	1	0.40933572710951527	0.6786355475763016	0.43087971274685816	0.7055655296229802
act/31	last	proj	1	6	False	True	asc	1	0.4254937163375224	0.7145421903052065	0.42908438061041293	0.7289048473967684
act/11	last	proj	0	5	False	False	asc	1	0.42010771992818674	0.6750448833034112	0.42908438061041293	0.7001795332136446
act/11	last	proj	0	11	False	False	asc	1	0.4021543985637343	0.6768402154398564	0.42908438061041293	0.703770197486535
act/31_normed	last	proj	0	2	True	True	asc	1	0.4326750448833034	0.6247755834829444	0.42908438061041293	0.644524236983842
act/11	last	proj	0	12	False	False	asc	1	0.400359066427289	0.6750448833034112	0.4272890484739677	0.6983842010771992
act/31_normed	last	proj	2	5	False	False	asc	1	0.42190305206463197	0.6499102333931778	0.4254937163375224	0.6786355475763016
act/19	last	proj	1	3	True	False	asc	1	0.40754039497307004	0.696588868940754	0.4254937163375224	0.7073608617594255
act/11	last	proj	0	4	False	False	asc	1	0.41651705565529623	0.6642728904847397	0.4254937163375224	0.6929982046678635
act/31	last	proj	0	5	True	True	asc	1	0.4236983842010772	0.7199281867145422	0.4254937163375224	0.7235188509874326
act/11	last	proj	0	15	False	False	asc	1	0.39497307001795334	0.6750448833034112	0.4236983842010772	0.6983842010771992
act/11	last	proj	0	14	False	False	asc	1	0.39676840215439857	0.6714542190305206	0.4236983842010772	0.6983842010771992
act/23	last	proj	1	5	True	True	asc	1	0.4129263913824057	0.6283662477558348	0.4236983842010772	0.6678635547576302
act/19	last	proj	0	3	True	False	asc	1	0.42190305206463197	0.6912028725314183	0.4236983842010772	0.7163375224416517
act/19	last	proj	0	4	True	False	asc	1	0.42010771992818674	0.7055655296229802	0.42190305206463197	0.7378815080789947
act/31	last	proj	0	5	False	False	asc	1	0.44703770197486536	0.6750448833034112	0.42190305206463197	0.7019748653500898
act/23	last	proj	2	6	False	True	asc	1	0.42908438061041293	0.6229802513464991	0.42190305206463197	0.6427289048473968
act/11	last	proj	0	13	False	False	asc	1	0.39676840215439857	0.6732495511669659	0.42190305206463197	0.696588868940754
act/27	last	proj	0	6	False	False	asc	1	0.4452423698384201	0.6050269299820467	0.42190305206463197	0.6373429084380611
act/19	last	proj	1	3	True	True	asc	1	0.400359066427289	0.6876122082585279	0.42010771992818674	0.7073608617594255
act/11	last	proj	0	16	False	False	asc	1	0.39676840215439857	0.6786355475763016	0.42010771992818674	0.6929982046678635
act/31_normed	last	proj	1	3	False	True	asc	1	0.4272890484739677	0.6373429084380611	0.42010771992818674	0.6552962298025135
act/31_normed	last	proj	2	5	False	True	asc	1	0.4254937163375224	0.644524236983842	0.42010771992818674	0.6750448833034112
act/11	last	proj	0	18	False	False	asc	1	0.39676840215439857	0.6714542190305206	0.41831238779174146	0.6912028725314183
act/11	last	proj	0	17	False	False	asc	1	0.39676840215439857	0.6786355475763016	0.41831238779174146	0.6912028725314183
act/11	last	proj	0	19	False	False	asc	1	0.39676840215439857	0.6678635547576302	0.41831238779174146	0.6929982046678635
act/31_normed	last	proj	2	4	False	True	asc	1	0.4272890484739677	0.6840215439856373	0.41831238779174146	0.7001795332136446
act/3	last	proj	1	7	False	False	asc	1	0.40574506283662476	0.7378815080789947	0.41831238779174146	0.7414721723518851
act/3	last	proj	1	7	False	True	asc	1	0.400359066427289	0.7271095152603232	0.41831238779174146	0.7378815080789947
act/19	last	proj	2	5	False	True	asc	1	0.40754039497307004	0.6588868940754039	0.41831238779174146	0.6660682226211849
act/23	last	proj	0	2	True	False	asc	1	0.414721723518851	0.5529622980251346	0.41651705565529623	0.578096947935368
act/31_normed	last	proj	2	4	False	False	asc	1	0.4272890484739677	0.6804308797127468	0.41651705565529623	0.703770197486535
act/3	last	proj	1	8	False	True	asc	1	0.39676840215439857	0.7271095152603232	0.41651705565529623	0.7360861759425493
act/3	last	proj	1	4	False	False	asc	1	0.4236983842010772	0.7073608617594255	0.41651705565529623	0.7396768402154399
act/3	last	proj	1	5	False	True	asc	1	0.40754039497307004	0.7073608617594255	0.414721723518851	0.7360861759425493
act/23	last	proj	0	2	True	True	asc	1	0.41651705565529623	0.5601436265709157	0.414721723518851	0.585278276481149
act/23	last	proj	2	6	False	False	asc	1	0.4254937163375224	0.6193895870736086	0.414721723518851	0.6499102333931778
act/23	last	proj	1	5	True	False	asc	1	0.4111310592459605	0.6319569120287253	0.414721723518851	0.6642728904847397
act/31_normed	last	proj	1	4	True	True	asc	1	0.414721723518851	0.644524236983842	0.414721723518851	0.6714542190305206
act/31	last	proj	0	5	True	False	asc	1	0.38240574506283664	0.725314183123878	0.4129263913824057	0.7360861759425493
act/31_normed	last	proj	1	3	True	False	asc	1	0.43447037701974867	0.6840215439856373	0.4129263913824057	0.7055655296229802
act/31	last	proj	0	6	False	False	asc	1	0.4254937163375224	0.6624775583482945	0.4129263913824057	0.6822262118491921
act/11	last	proj	0	20	False	False	asc	1	0.3895870736086176	0.6642728904847397	0.4129263913824057	0.6912028725314183
act/31_normed	last	proj	1	3	True	True	asc	1	0.43087971274685816	0.6822262118491921	0.4129263913824057	0.7055655296229802
act/7	last	proj	1	4	False	False	asc	1	0.41651705565529623	0.7001795332136446	0.4129263913824057	0.7360861759425493
act/3	last	proj	1	17	False	True	asc	1	0.39317773788150806	0.7289048473967684	0.4111310592459605	0.7504488330341114
act/7	last	proj	1	4	False	True	asc	1	0.39497307001795334	0.6983842010771992	0.4111310592459605	0.7396768402154399
act/11	last	proj	1	4	False	False	asc	1	0.40394973070017953	0.7145421903052065	0.4111310592459605	0.7432675044883303
act/3	last	proj	1	4	False	True	asc	1	0.41831238779174146	0.7019748653500898	0.4111310592459605	0.7432675044883303
act/3	last	proj	1	12	False	True	asc	1	0.39317773788150806	0.7307001795332136	0.4111310592459605	0.7396768402154399
act/3	last	proj	1	13	False	True	asc	1	0.39497307001795334	0.7324955116696589	0.4111310592459605	0.7396768402154399
act/19	last	proj	1	4	False	False	asc	1	0.40574506283662476	0.7001795332136446	0.4111310592459605	0.7199281867145422
act/31_normed	last	proj	1	4	True	False	asc	1	0.4129263913824057	0.644524236983842	0.4111310592459605	0.6732495511669659
act/3	last	proj	1	6	False	True	asc	1	0.39138240574506283	0.7289048473967684	0.40933572710951527	0.7432675044883303
act/3	last	proj	1	8	False	False	asc	1	0.37163375224416517	0.7396768402154399	0.40933572710951527	0.7396768402154399
act/3	last	proj	1	15	False	True	asc	1	0.39497307001795334	0.7307001795332136	0.40933572710951527	0.7450628366247756
act/3	last	proj	1	14	False	True	asc	1	0.39676840215439857	0.7324955116696589	0.40933572710951527	0.7414721723518851
act/3	last	proj	1	9	False	True	asc	1	0.39497307001795334	0.725314183123878	0.40933572710951527	0.7360861759425493
act/27	last	proj	0	6	True	True	asc	1	0.4129263913824057	0.7127468581687613	0.40933572710951527	0.7145421903052065
act/15	last	proj	2	3	False	False	asc	1	0.42190305206463197	0.6499102333931778	0.40933572710951527	0.6678635547576302
act/3	last	proj	1	16	False	True	asc	1	0.39497307001795334	0.7307001795332136	0.40933572710951527	0.7468581687612208
act/7	last	proj	0	3	True	True	asc	1	0.400359066427289	0.696588868940754	0.40933572710951527	0.7360861759425493
act/7	last	proj	0	3	True	False	asc	1	0.41651705565529623	0.6983842010771992	0.40933572710951527	0.7307001795332136
act/31	last	proj	1	4	True	True	asc	1	0.4129263913824057	0.6319569120287253	0.40933572710951527	0.6570915619389587
act/31	last	proj	2	6	False	True	asc	1	0.40933572710951527	0.6247755834829444	0.40933572710951527	0.6552962298025135
act/27	last	proj	0	4	False	False	asc	1	0.4272890484739677	0.585278276481149	0.40933572710951527	0.6157989228007181
act/15	last	proj	2	3	False	True	asc	1	0.42190305206463197	0.6499102333931778	0.40933572710951527	0.6678635547576302
act/27	last	proj	1	3	True	True	asc	1	0.39138240574506283	0.7271095152603232	0.40754039497307004	0.7217235188509874
act/3	last	proj	1	20	False	True	asc	1	0.39317773788150806	0.7342908438061041	0.40754039497307004	0.7468581687612208
act/3	last	proj	1	18	False	True	asc	1	0.39317773788150806	0.7324955116696589	0.40754039497307004	0.7468581687612208
act/31	last	proj	1	3	False	False	asc	1	0.42190305206463197	0.5745062836624776	0.40754039497307004	0.6211849192100538
act/19	last	proj	2	5	False	False	asc	1	0.40574506283662476	0.6606822262118492	0.40754039497307004	0.6714542190305206
act/27	last	proj	1	3	True	False	asc	1	0.3895870736086176	0.7342908438061041	0.40754039497307004	0.7271095152603232
act/31_normed	last	proj	2	6	False	True	asc	1	0.3985637342908438	0.63016157989228	0.40754039497307004	0.6499102333931778
act/3	last	proj	1	11	False	True	asc	1	0.39317773788150806	0.7271095152603232	0.40754039497307004	0.7396768402154399
act/31	last	proj	0	5	False	True	asc	1	0.40933572710951527	0.6068222621184919	0.40574506283662476	0.6373429084380611
act/3	last	proj	1	10	False	True	asc	1	0.39138240574506283	0.7271095152603232	0.40574506283662476	0.7396768402154399
act/3	last	proj	1	5	False	False	asc	1	0.39138240574506283	0.7145421903052065	0.40574506283662476	0.7342908438061041
act/31	last	proj	0	4	False	False	asc	1	0.4236983842010772	0.6283662477558348	0.40574506283662476	0.6427289048473968
act/23	last	proj	0	5	False	False	asc	1	0.4129263913824057	0.5763016157989228	0.40574506283662476	0.6229802513464991
act/31	last	proj	1	4	True	False	asc	1	0.40933572710951527	0.6373429084380611	0.40574506283662476	0.6660682226211849
