strategy	position	pooling	method	c_begin	c_end	centered	weighted	threshold	seed	sel_by	source	layer_range	gamma	w	orient	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.0	1	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.0	2	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.0	3	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.0	4	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.0	5	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.0	all	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.1	1	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5079365079365079	0.19047619047619047	0.4444444444444444
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.1	2	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5555555555555556	0.14285714285714285	0.4126984126984127
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.1	3	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.25396825396825395	0.5555555555555556	0.15873015873015872	0.4444444444444444
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.1	4	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.2222222222222222	0.5396825396825397	0.15873015873015872	0.4126984126984127
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.1	5	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5396825396825397	0.1746031746031746	0.4603174603174603
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.1	all	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5555555555555556	0.1746031746031746	0.4126984126984127
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.2	1	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.19047619047619047	0.4444444444444444	0.19047619047619047	0.4603174603174603
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.2	2	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.20634920634920634	0.5079365079365079	0.15873015873015872	0.42857142857142855
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.2	3	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5396825396825397	0.1746031746031746	0.4444444444444444
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.2	4	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5238095238095238	0.1746031746031746	0.42857142857142855
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.2	5	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5238095238095238	0.1746031746031746	0.47619047619047616
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.2	all	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.23809523809523808	0.5396825396825397	0.1746031746031746	0.4444444444444444
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.3	1	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.1746031746031746	0.4126984126984127	0.19047619047619047	0.4444444444444444
svd	act/7	last	proj	2	5	True	False		1	val	correct-full/magentic	0-2	0.3	2	negate	0.30158730158730157	0.5555555555555556	0.1746031746031746	0.47619047619047616	0.15873015873015872	0.4444444444444444	0.14285714285714285	0.42857142857142855
