strategy	position	pooling	method	c_begin	c_end	centered	weighted	threshold	seed	sel_by	step_acc_val	agent_acc_val	step_acc_test	agent_acc_test
svd	act/31_normed	last	proj	6	17	False	False		1	test	0.16666666666666666	0.5476190476190477	0.27906976744186046	0.6046511627906976
svd	act/27	last	proj	17	19	True	False		2	test	0.16666666666666666	0.6190476190476191	0.3023255813953488	0.627906976744186
svd	act/19	last	proj	4	12	False	False		3	test	0.14285714285714285	0.47619047619047616	0.3488372093023256	0.6046511627906976
svd	act/3	mean	proj	2	6	False	False		1	test	0.14285714285714285	0.5238095238095238	0.27906976744186046	0.6976744186046512
svd	act/31	mean	proj	1	4	False	False		2	test	0.23809523809523808	0.6666666666666666	0.37209302325581395	0.5348837209302325
svd	act/31	mean	proj	1	4	False	False		3	test	0.21428571428571427	0.5952380952380952	0.4186046511627907	0.627906976744186
svd	act/27	last	proj	17	19	True	False		1	val	0.30952380952380953	0.6904761904761905	0.16279069767441862	0.627906976744186
svd	act/31	last	proj	2	15	False	False		2	val	0.30952380952380953	0.7142857142857143	0.06976744186046512	0.5116279069767442
svd	act/31_normed	last	proj	3	13	True	False		3	val	0.30952380952380953	0.6428571428571429	0.06976744186046512	0.4418604651162791
svd	act/31_normed	mean	proj	0	14	True	False		1	val	0.38095238095238093	0.6428571428571429	0.11627906976744186	0.5348837209302325
svd	act/31_normed	mean	proj	0	14	True	False		2	val	0.3333333333333333	0.7619047619047619	0.20930232558139536	0.4883720930232558
svd	act/31_normed	mean	proj	14	15	True	False		3	val	0.2857142857142857	0.5476190476190477	0.2558139534883721	0.6976744186046512
