strategy	position	pooling	method	c_begin	c_end	centered	weighted	threshold	seed	sel_by	source	layer_range	gamma	w	orient	undisc_step_acc_val	undisc_agent_acc_val	undisc_step_acc_test	undisc_agent_acc_test	disc_step_acc_val	disc_agent_acc_val	disc_step_acc_test	disc_agent_acc_test
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	0-8	0.0	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	0-8	0.5	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.2222222222222222	0.5555555555555556	0.1956521739130435	0.6086956521739131
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	8-16	0.0	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	8-16	0.5	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.24444444444444444	0.5777777777777777	0.21739130434782608	0.6739130434782609
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	16-24	0.0	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	16-24	0.5	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.26666666666666666	0.5777777777777777	0.21739130434782608	0.6956521739130435
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	24-32	0.0	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	24-32	0.5	all	negate	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.24444444444444444	0.5777777777777777	0.1956521739130435	0.6956521739130435
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	0-8	0.0	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	0-8	0.5	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.2	0.4222222222222222	0.13043478260869565	0.30434782608695654
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	8-16	0.0	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	8-16	0.5	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.2	0.4222222222222222	0.10869565217391304	0.32608695652173914
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	16-24	0.0	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	16-24	0.5	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.2	0.4222222222222222	0.13043478260869565	0.32608695652173914
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	24-32	0.0	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	24-32	0.5	all	inverse	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.2	0.4222222222222222	0.10869565217391304	0.32608695652173914
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	0-8	0.0	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	0-8	0.5	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.24444444444444444	0.5555555555555556	0.2391304347826087	0.6304347826086957
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	8-16	0.0	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	8-16	0.5	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.24444444444444444	0.5777777777777777	0.2391304347826087	0.6956521739130435
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	16-24	0.0	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	16-24	0.5	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.24444444444444444	0.5777777777777777	0.21739130434782608	0.6956521739130435
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	24-32	0.0	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	9	False	False		1	val	correct-full/magentic	24-32	0.5	all	sigmoid	0.3333333333333333	0.6222222222222222	0.2391304347826087	0.6521739130434783	0.26666666666666666	0.5777777777777777	0.21739130434782608	0.6956521739130435
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	0-8	0.0	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	0-8	0.5	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.21739130434782608	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	8-16	0.0	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	8-16	0.5	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.21739130434782608	0.6739130434782609
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	16-24	0.0	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	16-24	0.5	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.21739130434782608	0.6739130434782609
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	24-32	0.0	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	24-32	0.5	all	negate	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.21739130434782608	0.6739130434782609
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	0-8	0.0	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	0-8	0.5	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.2	0.4	0.10869565217391304	0.2826086956521739
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	8-16	0.0	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	8-16	0.5	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.2	0.4	0.08695652173913043	0.2826086956521739
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	16-24	0.0	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	16-24	0.5	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.2	0.4	0.08695652173913043	0.2826086956521739
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	24-32	0.0	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	24-32	0.5	all	inverse	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.2	0.4	0.08695652173913043	0.2826086956521739
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	0-8	0.0	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	0-8	0.5	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.2608695652173913	0.6086956521739131
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	8-16	0.0	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	8-16	0.5	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	16-24	0.0	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	16-24	0.5	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.2391304347826087	0.6521739130434783
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	24-32	0.0	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957
svd	act/15	mean	proj	0	11	False	False		1	test	correct-full/magentic	24-32	0.5	all	sigmoid	0.3111111111111111	0.6222222222222222	0.30434782608695654	0.6304347826086957	0.26666666666666666	0.5777777777777777	0.2391304347826087	0.6304347826086957
