model	subset	seed	position	c_begin	c_end	strategy	layer_range	gamma	w	step_acc_val@1	agent_acc_val@1	step_acc_val@3	agent_acc_val@3	step_acc_test@1	agent_acc_test@1	step_acc_test@3	agent_acc_test@3
qwen3.5-9b	hotpot	18	act/3	1	3	base	-	0.0	-	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	0-2	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	0-2	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	0-2	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	0-2	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	0-2	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	0-2	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	0-2	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	0-2	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	0-2	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	0-2	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	0-2	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	0-2	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	0-2	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	0-2	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	0-2	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	0-2	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	0-2	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	0-2	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	2-4	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	2-4	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	2-4	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	2-4	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	2-4	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	2-4	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	2-4	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	2-4	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	2-4	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	2-4	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	2-4	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	2-4	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	2-4	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	2-4	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	2-4	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	2-4	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	2-4	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	2-4	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	4-6	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	4-6	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	4-6	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	4-6	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	4-6	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	4-6	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	4-6	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	4-6	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	4-6	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	4-6	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	4-6	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	4-6	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	6-8	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	6-8	0.0	1	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	6-8	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	6-8	0.0	2	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	6-8	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	6-8	0.0	3	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	6-8	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	6-8	0.0	4	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	6-8	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	6-8	0.0	5	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-strong	6-8	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	6-8	0.0	all	0.46551724137931033	0.7413793103448276	0.7586206896551724	0.896551724137931	0.47058823529411764	0.7024221453287197	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	0-2	0.1	1	0.45689655172413796	0.7327586206896551	0.7672413793103449	0.9051724137931034	0.4602076124567474	0.6920415224913494	0.6885813148788927	0.8719723183391004
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	2-4	0.1	1	0.45689655172413796	0.7327586206896551	0.7672413793103449	0.9051724137931034	0.4602076124567474	0.6920415224913494	0.6885813148788927	0.8719723183391004
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	4-6	0.1	1	0.45689655172413796	0.7327586206896551	0.7672413793103449	0.9051724137931034	0.4602076124567474	0.6920415224913494	0.6885813148788927	0.8719723183391004
qwen3.5-9b	hotpot	18	act/3	1	3	succ-near	6-8	0.1	1	0.45689655172413796	0.7327586206896551	0.7672413793103449	0.9051724137931034	0.4602076124567474	0.6920415224913494	0.6885813148788927	0.8719723183391004
qwen3.5-9b	hotpot	19	act/15	1	3	base	-	0.0	-	0.47413793103448276	0.75	0.7068965517241379	0.8793103448275862	0.45674740484429066	0.698961937716263	0.6816608996539792	0.8823529411764706
qwen3.5-9b	hotpot	19	act/3	1	3	base	-	0.0	-	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.1	1	0.45689655172413796	0.75	0.7586206896551724	0.9051724137931034	0.4532871972318339	0.6885813148788927	0.6816608996539792	0.8546712802768166
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	4-6	0.1	2	0.45689655172413796	0.7413793103448276	0.75	0.896551724137931	0.4532871972318339	0.6816608996539792	0.6678200692041523	0.8477508650519031
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.1	1	0.45689655172413796	0.75	0.7586206896551724	0.9051724137931034	0.4532871972318339	0.6885813148788927	0.6816608996539792	0.8581314878892734
qwen3.5-9b	hotpot	18	act/3	1	3	backprop	6-8	0.1	2	0.45689655172413796	0.7413793103448276	0.75	0.896551724137931	0.4532871972318339	0.6851211072664359	0.6747404844290658	0.8512110726643599
qwen3.5-9b	hotpot	19	act/3	1	3	backprop	0-2	0.0	1	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-strong	0-2	0.0	1	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-near	0-2	0.0	1	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	backprop	0-2	0.0	2	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-strong	0-2	0.0	2	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-near	0-2	0.0	2	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	backprop	0-2	0.0	3	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-strong	0-2	0.0	3	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-near	0-2	0.0	3	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	backprop	0-2	0.0	4	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-strong	0-2	0.0	4	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-near	0-2	0.0	4	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	backprop	0-2	0.0	5	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-strong	0-2	0.0	5	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-near	0-2	0.0	5	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	backprop	0-2	0.0	all	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-strong	0-2	0.0	all	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-near	0-2	0.0	all	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	backprop	2-4	0.0	1	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
qwen3.5-9b	hotpot	19	act/3	1	3	succ-strong	2-4	0.0	1	0.47413793103448276	0.7586206896551724	0.7327586206896551	0.9137931034482759	0.4532871972318339	0.71280276816609	0.71280276816609	0.889273356401384
